PUBLICATION_DATE,UID,SITE_ID,DATE_COL,VISIT_NO,PSTL_CODE,STUDY,DSGN_CYCLE,IND_DOMAIN,UNIQUE_ID,SAMPLE_TYPE,FLAG,AGR_CROPLAND,AGR_FEEDLOT,AGR_LIVESTOCK,AGR_ORCHARDS,AGR_PASTURE,AGR_POULTRY,AGR_WITHDRAWAL,ALL_ACTIVITIES_EVALUATED,APPEALING,ARTIFICIAL_CREATED_BY,ARTIFICIAL_LAKE,BENTHIC_MATS,BIOTIC_INTEGRITY,CYANOHABS_SUB_TYPE,CYANOHABS_SUBMITTED,DAM_HEIGHT,DEAD_WLD,HYDRO_TYPE,IND_COMMERCIAL,IND_FIRE,IND_INDUSTRIAL,IND_LOGGING,IND_MINES,IND_ODORS,IND_OIL,IND_POWER,LAKE_LEVEL,LEVEL_CHANGE_M,MACRY_DENSITY,MACRY_FLOAT,MACRY_SUBMERGED,MAN_ANGLING,MAN_DRINKING_WATER,MAN_FISH_STOCKING,MAN_LEVEL_FLUCTUATIONS,MAN_LIMING,MAN_MACROPHYTE,MAN_TREATMENT,MBOAT_DENSITY,MBOAT_RESTRICT,NO_BLOOM_OBSERVED,OTHER_BLOOM,OUTLET_DAMS,OXBOW_RIVERINE,PEA_SOUP,PRE_EUROPEAN_LAKE,PRISTINE,RCH_AGRICULTURE,RCH_BARE_GROUND,RCH_DEVELOPMENT,RCH_FOREST,RCH_GRASS,RCH_SHOREMODS,RCH_SHRUB,RCH_WETLAND,REC_FILMS,REC_MARINAS,REC_PARKS,REC_PRIMITIVE,REC_RESORTS,REC_TRAILS,REC_TRASH,RECREATIONAL_VALUE,RES_BRIDGES,RES_CONSTRUCTION,RES_DUMPING,RES_LAWNS,RES_PIPES,RES_RESIDENCES,RES_ROADS,RES_SEWAGE,REVIEW,SURFACE_WATER_STREAKS,SWIMMABILITY,THICK_SCUM,TROPHIC_STATE,WATER_MANAGED,WATER_PUMP
10/16/2023,2020936,NLA22_OK-10087,7/20/2022,1,OK,NLA,2022,CORE,NLA_OK-10219,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020937,NLA22_ND-10011,7/20/2022,1,ND,NLA,2022,CORE,NLA_ND-10152,ASSESS,,M,,L,,L,,,Y,3,,NO,,FAIR,,,,,SEEPAGE,,,,,,,,,N,,MODERATE,SPARSE,MODERATE,,,,,,,,NONE,RESTRICTED,,,NONE,NO,,YES,3,SPARSE,RARE,RARE,RARE,MODERATE,RARE,EXTENSIVE,SPARSE,,,,,,,,FAIR,,,,,,,L,,Y,,FAIR,,EUTROPHIC,,ABSENT
10/16/2023,2020937,NLA22_ND-10011,7/20/2022,1,ND,NLA,2022,CORE,NLA_ND-10152,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020938,NLA22_NE-10040,7/20/2022,1,NE,NLA,2022,CORE,NLA_NE-10187,ASSESS,,,,M,,H,,,Y,3,,NO,,POOR,,,,,SEEPAGE,,,,,,,,,N,,SPARSE,RARE,RARE,,,,,,,,NONE,NONE,,,NONE,NO,,YES,3,RARE,SPARSE,RARE,RARE,MODERATE,RARE,RARE,SPARSE,,,,,,,,POOR,,,,,,,L,,Y,,UNSWIMMABLE,,MESOTROPHIC,,ABSENT
10/16/2023,2020938,NLA22_NE-10040,7/20/2022,1,NE,NLA,2022,CORE,NLA_NE-10187,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020939,NLA22_MN-10039,7/20/2022,1,MN,NLA,2022,CORE,NLA_MN-10346,ASSESS,,M,,,,,,,Y,4,,NO,,GOOD,,,,,SEEPAGE,,,,,,,,,N,,MODERATE,SPARSE,MODERATE,L,,,,,,,LOW,NONE,,,NONE,NO,,YES,3,SPARSE,SPARSE,SPARSE,MODERATE,EXTENSIVE,SPARSE,MODERATE,SPARSE,L,,,,,,L,GOOD,,,,L,,L,L,,Y,,GOOD,,MESOTROPHIC,,ABSENT
10/16/2023,2020939,NLA22_MN-10039,7/20/2022,1,MN,NLA,2022,CORE,NLA_MN-10346,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020940,NLA22_SD-10120,7/20/2022,1,SD,NLA,2022,CORE,NLA_SD-10306,ASSESS,,L,L,M,,H,,,Y,4,,NO,,GOOD,,,,,SEEPAGE,,,,,,,,,N,,SPARSE,SPARSE,SPARSE,,,,,,,,LOW,NONE,,,NONE,NO,,YES,4,SPARSE,SPARSE,RARE,RARE,EXTENSIVE,RARE,RARE,MODERATE,,,,,,,,GOOD,,,,,,L,L,,Y,,FAIR,,HYPEREUTROPHIC,,ABSENT
10/16/2023,2020940,NLA22_SD-10120,7/20/2022,1,SD,NLA,2022,CORE,NLA_SD-10306,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020941,NLA22_NY-10037,7/20/2022,1,NY,NLA,2022,CORE,NLA_NY-10073,ASSESS,,L,,,,,,,Y,3,,NO,,GOOD,,,,,DRAINAGE,,,,,,,,,N,,MODERATE,SPARSE,SPARSE,H,,,,,,,LOW,NONE,,,NONE,NO,,YES,3,RARE,RARE,SPARSE,EXTENSIVE,RARE,SPARSE,RARE,SPARSE,,L,,,,,,GOOD,,,,L,,L,L,,Y,,FAIR,,EUTROPHIC,,ABSENT
10/16/2023,2020941,NLA22_NY-10037,7/20/2022,1,NY,NLA,2022,CORE,NLA_NY-10073,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020945,NLA22_MI-10118,7/21/2022,1,MI,NLA,2022,CORE,NLA_MI-10264,ASSESS,,,,,,,,,Y,4,,NO,,GOOD,,,YES,,DRAINAGE,,,,,,,,,N,,MODERATE,SPARSE,SPARSE,L,,,,,,,LOW,RESTRICTED,,,ARTIFICIAL,NO,,YES,3,RARE,RARE,MODERATE,MODERATE,SPARSE,MODERATE,SPARSE,SPARSE,,,,,,,L,GOOD,,,,M,,M,L,,Y,,FAIR,,MESOTROPHIC,,ABSENT
10/16/2023,2020945,NLA22_MI-10118,7/21/2022,1,MI,NLA,2022,CORE,NLA_MI-10264,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020946,NLA22_SD-10032,7/20/2022,1,SD,NLA,2022,CORE,NLA_SD-10268,ASSESS,,,,,,,,,Y,5,IMPOUNDMENT,YES,,GOOD,,,,,RESERVOIR,L,,,,,,,,N,,SPARSE,RARE,SPARSE,L,,M,L,,,,HIGH,RESTRICTED,,,ARTIFICIAL,NO,,NO,4,RARE,MODERATE,RARE,EXTENSIVE,SPARSE,SPARSE,SPARSE,SPARSE,L,L,M,L,L,M,L,EXCELLENT,,,,L,,L,M,,Y,,GOOD,,MESOTROPHIC,,ABSENT
10/16/2023,2020946,NLA22_SD-10032,7/20/2022,1,SD,NLA,2022,CORE,NLA_SD-10268,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020947,NLA22_MI-10011,7/21/2022,1,MI,NLA,2022,CORE,NLA_MI-10156,ASSESS,,,,,,,,,Y,5,,NO,,EXCELLENT,,,,,DRAINAGE,,,,,,,,,N,,SPARSE,SPARSE,RARE,,,,,,,,LOW,RESTRICTED,,,NONE,NO,,YES,4,RARE,RARE,RARE,EXTENSIVE,SPARSE,RARE,MODERATE,SPARSE,,,,,,L,,GOOD,,,,L,,L,L,,Y,,FAIR,,MESOTROPHIC,,ABSENT
10/16/2023,2020947,NLA22_MI-10011,7/21/2022,1,MI,NLA,2022,CORE,NLA_MI-10156,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020948,NLA22_NH-10008,7/21/2022,1,NH,NLA,2022,CORE,NLA_NH-10051,ASSESS,,,,,,,,,Y,3,IMPOUNDMENT,YES,,FAIR,,,YES,,RESERVOIR,,,,,,,,,Y,-0.3,MODERATE,MODERATE,MODERATE,L,,,,,,,NONE,NONE,,,ARTIFICIAL,NO,,NO,3,RARE,MODERATE,MODERATE,SPARSE,MODERATE,RARE,MODERATE,SPARSE,L,,M,,,L,,FAIR,,,,M,,M,M,,Y,,UNSWIMMABLE,,EUTROPHIC,,ABSENT
10/16/2023,2020948,NLA22_NH-10008,7/21/2022,1,NH,NLA,2022,CORE,NLA_NH-10051,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020949,NLA22_VT-10014,7/21/2022,1,VT,NLA,2022,CORE,NLA_VT-10049,ASSESS,,,,,,L,,,Y,4,IMPOUNDMENT,YES,,GOOD,,,YES,,DRAINAGE,,,,,,,,,N,,MODERATE,SPARSE,MODERATE,,,,,,,,NONE,NONE,,,ARTIFICIAL,NO,,NO,4,RARE,RARE,RARE,MODERATE,RARE,RARE,SPARSE,MODERATE,,,,,,,L,FAIR,,,,,,,,,Y,,UNSWIMMABLE,,EUTROPHIC,,ABSENT
10/16/2023,2020949,NLA22_VT-10014,7/21/2022,1,VT,NLA,2022,CORE,NLA_VT-10049,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020950,NLA22_ID-10163,7/20/2022,1,ID,NLA,2022,CORE,NLA_ID-10330,ASSESS,,,,,,,,,Y,2,IMPOUNDMENT,YES,,FAIR,,,YES,,RESERVOIR,,,,,,,,,Y,8.5,ABSENT,RARE,RARE,,,,,,,,HIGH,NONE,,,ARTIFICIAL,NO,,NO,2,RARE,EXTENSIVE,RARE,RARE,MODERATE,RARE,MODERATE,RARE,H,,L,L,,,L,FAIR,,,,,,,L,,Y,,UNSWIMMABLE,,OLIGOTROPHIC,,ABSENT
10/16/2023,2020950,NLA22_ID-10163,7/20/2022,1,ID,NLA,2022,CORE,NLA_ID-10330,CHAB,,,,,,,,,,,,,,,State of ID,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020951,NLA22_ID-10164,7/19/2022,1,ID,NLA,2022,CORE,NLA_ID-10331,ASSESS,,,,,,,,,Y,4,IMPOUNDMENT,YES,,GOOD,,,NO,,RESERVOIR,,,,,,,,,Y,10.6,SPARSE,RARE,RARE,L,,,,,,,HIGH,NONE,,,ARTIFICIAL,NO,,NO,4,RARE,MODERATE,SPARSE,EXTENSIVE,SPARSE,SPARSE,SPARSE,RARE,,,M,M,,,L,GOOD,,,,,,,L,,Y,,FAIR,,MESOTROPHIC,,ABSENT
10/16/2023,2020951,NLA22_ID-10164,7/19/2022,1,ID,NLA,2022,CORE,NLA_ID-10331,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020952,NLA22_MO-10001,7/20/2022,1,MO,NLA,2022,CORE,NLA_MO-10061,ASSESS,,,,,,,,,Y,5,IMPOUNDMENT,YES,,GOOD,,,,,RESERVOIR,L,,,,,,,,N,,HIGH,SPARSE,MODERATE,L,,L,,,M,L,LOW,NONE,,,NONE,NO,,NO,4,RARE,SPARSE,MODERATE,EXTENSIVE,MODERATE,SPARSE,MODERATE,RARE,,,,,,,L,EXCELLENT,,,,L,,M,L,,Y,,GOOD,,MESOTROPHIC,,ABSENT
10/16/2023,2020952,NLA22_MO-10001,7/20/2022,1,MO,NLA,2022,CORE,NLA_MO-10061,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020953,NLA22_SC-10031,7/21/2022,1,SC,NLA,2022,CORE,NLA_SC-10066,ASSESS,,,,,,,,,Y,4,IMPOUNDMENT,YES,,GOOD,,,UNKNOWN,,RESERVOIR,L,,,,,,,,N,,SPARSE,SPARSE,RARE,H,,,M,,,,HIGH,NONE,,,ARTIFICIAL,NO,,UNKNOWN,2,RARE,SPARSE,EXTENSIVE,MODERATE,SPARSE,MODERATE,MODERATE,SPARSE,L,L,L,L,L,,L,EXCELLENT,M,L,,H,,H,M,,Y,,GOOD,,MESOTROPHIC,,ABSENT
10/16/2023,2020953,NLA22_SC-10031,7/21/2022,1,SC,NLA,2022,CORE,NLA_SC-10066,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020955,NLA22_ND-10131,7/21/2022,1,ND,NLA,2022,CORE,NLA_ND-10275,ASSESS,,L,,L,,H,,,Y,4,,NO,,GOOD,,,,,DRAINAGE,,,,,,,,,N,,MODERATE,SPARSE,MODERATE,L,,L,,,,,NONE,BANNED,,,NONE,NO,,YES,3,SPARSE,RARE,RARE,RARE,EXTENSIVE,RARE,SPARSE,SPARSE,,,,,,,L,GOOD,,,,L,,L,L,,Y,,GOOD,,EUTROPHIC,,ABSENT
10/16/2023,2020955,NLA22_ND-10131,7/21/2022,1,ND,NLA,2022,CORE,NLA_ND-10275,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020956,NLA22_IN-10049,7/20/2022,1,IN,NLA,2022,CORE,NLA_IN-10186,ASSESS,,H,,M,,M,,,Y,1,,NO,,POOR,,,,,SEEPAGE,,,,,,,,,N,,HIGH,EXTENSIVE,EXTENSIVE,,,,,,,,NONE,NONE,,,NONE,NO,,UNKNOWN,2,RARE,RARE,RARE,MODERATE,MODERATE,RARE,SPARSE,SPARSE,H,,,,,,,POOR,,L,,L,,L,L,,Y,,UNSWIMMABLE,,HYPEREUTROPHIC,,ABSENT
10/16/2023,2020956,NLA22_IN-10049,7/20/2022,1,IN,NLA,2022,CORE,NLA_IN-10186,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
10/16/2023,2020957,NLA22_IN-10157,7/21/2022,1,IN,NLA,2022,CORE,NLA_IN-10303,ASSESS,,M,,,,L,,,Y,4,IMPOUNDMENT,YES,,GOOD,,,YES,,DRAINAGE,,,,,,,,,N,,MODERATE,RARE,MODERATE,,,M,,,,M,LOW,NONE,,,ARTIFICIAL,NO,,NO,4,RARE,RARE,SPARSE,RARE,EXTENSIVE,MODERATE,SPARSE,RARE,,,,,,,L,EXCELLENT,,,,M,L,M,M,,Y,,GOOD,,MESOTROPHIC,,ABSENT
10/16/2023,2020957,NLA22_IN-10157,7/21/2022,1,IN,NLA,2022,CORE,NLA_IN-10303,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020958,NLA22_IN-10060,7/20/2022,1,IN,NLA,2022,CORE,NLA_IN-10197,ASSESS,,H,,,,L,,,Y,2,,NO,,FAIR,,,,,SEEPAGE,,,,,,,,,N,,SPARSE,RARE,SPARSE,,,,,,,,NONE,NONE,,,NONE,NO,,YES,3,MODERATE,RARE,RARE,MODERATE,SPARSE,SPARSE,SPARSE,RARE,,,,,,,,FAIR,,,,L,,L,M,,Y,,FAIR,,EUTROPHIC,,ABSENT
10/16/2023,2020958,NLA22_IN-10060,7/20/2022,1,IN,NLA,2022,CORE,NLA_IN-10197,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020959,NLA22_IN-10154,7/19/2022,1,IN,NLA,2022,CORE,NLA_IN-10300,ASSESS,,L,,,,L,,,Y,3,,NO,,GOOD,,,,,DRAINAGE,,,,,,,,,N,,MODERATE,MODERATE,MODERATE,,,,,,L,,NONE,NONE,,,NONE,NO,,YES,3,RARE,RARE,MODERATE,MODERATE,MODERATE,RARE,MODERATE,SPARSE,L,,,,,L,,FAIR,,,,M,,M,M,,Y,,UNSWIMMABLE,,EUTROPHIC,,ABSENT
10/16/2023,2020959,NLA22_IN-10154,7/19/2022,1,IN,NLA,2022,CORE,NLA_IN-10300,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020960,NLA22_FL-10003,7/20/2022,1,FL,NLA,2022,CORE,NLA_FL-10111,ASSESS,,,,,,,,,Y,3,,NO,,FAIR,,,,,SEEPAGE,,,,,,,,,N,,SPARSE,SPARSE,RARE,L,,,,,,,LOW,NONE,,,NONE,NO,,YES,2,RARE,SPARSE,MODERATE,SPARSE,MODERATE,SPARSE,MODERATE,SPARSE,L,,,,,,M,FAIR,M,,L,M,,H,M,,Y,,FAIR,,MESOTROPHIC,,ABSENT
10/16/2023,2020960,NLA22_FL-10003,7/20/2022,1,FL,NLA,2022,CORE,NLA_FL-10111,CHAB,,,,,,,,,,,,,,,BLOOMWATCH,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
10/16/2023,2020961,NLA22_MN-10027,7/21/2022,1,MN,NLA,2022,CORE,NLA_MN-10334,ASSESS,,M,,,,L,,,Y,4,,NO,,EXCELLENT,,,,,DRAINAGE,,,,,,,,,N,,HIGH,SPARSE,EXTENSIVE,,,,,,,,NONE,NONE,,,NONE,NO,,YES,3,RARE,RARE,RARE,RARE,SPARSE,RARE,RARE,EXTENSIVE,M,,,L,,,,GOOD,,,,,,L,L,,Y,,UNSWIMMABLE,,MESOTROPHIC,,ABSENT
10/16/2023,2020961,NLA22_MN-10027,7/21/2022,1,MN,NLA,2022,CORE,NLA_MN-10334,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020962,NLA22_SD-10155,7/21/2022,1,SD,NLA,2022,CORE,NLA_SD-10341,ASSESS,,L,,L,,L,,,Y,2,,NO,,FAIR,,,,,DRAINAGE,,,,,,,,,N,,SPARSE,RARE,SPARSE,M,,,,,,,LOW,NONE,,,NONE,NO,,YES,2,RARE,SPARSE,SPARSE,RARE,MODERATE,RARE,RARE,SPARSE,,,L,,,,,FAIR,,L,,L,,M,L,,Y,,FAIR,,HYPEREUTROPHIC,,ABSENT
10/16/2023,2020962,NLA22_SD-10155,7/21/2022,1,SD,NLA,2022,CORE,NLA_SD-10341,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020963,NLA22_MN-10006,7/20/2022,1,MN,NLA,2022,CORE,NLA_MN-10147,ASSESS,,,,,,,,,Y,4,,NO,,EXCELLENT,,,,,SEEPAGE,,,,,,L,,,N,,HIGH,SPARSE,SPARSE,,,,,,,,HIGH,NONE,,,NONE,NO,,YES,3,RARE,RARE,MODERATE,MODERATE,MODERATE,MODERATE,SPARSE,MODERATE,L,,L,,,,,EXCELLENT,,,,M,L,M,L,,Y,,GOOD,,OLIGOTROPHIC,,ABSENT
10/16/2023,2020963,NLA22_MN-10006,7/20/2022,1,MN,NLA,2022,CORE,NLA_MN-10147,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020964,NLA22_OR-10172,7/21/2022,1,OR,NLA,2022,CORE,NLA_OR-10299,ASSESS,,,,,,,,,Y,5,,NO,,EXCELLENT,,,NO,,DRAINAGE,,,,,,,,,Y,5,SPARSE,RARE,RARE,M,,,H,,,,LOW,NONE,,,ARTIFICIAL,NO,,YES,4,RARE,EXTENSIVE,RARE,RARE,RARE,RARE,RARE,RARE,,L,M,L,L,M,,EXCELLENT,L,,,,,L,L,,Y,,GOOD,,OLIGOTROPHIC,,ABSENT
10/16/2023,2020964,NLA22_OR-10172,7/21/2022,1,OR,NLA,2022,CORE,NLA_OR-10299,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020965,NLA22_OR-10168,7/20/2022,1,OR,NLA,2022,CORE,NLA_OR-10295,ASSESS,,,,,,,L,H,Y,4,IMPOUNDMENT,YES,,FAIR,,,NO,,RESERVOIR,,M,,L,,,,,Y,5,SPARSE,RARE,SPARSE,M,,L,H,,,,LOW,NONE,,,ARTIFICIAL,NO,,NO,3,RARE,EXTENSIVE,RARE,RARE,RARE,RARE,RARE,RARE,,L,M,L,L,L,L,GOOD,L,,,,,L,L,,Y,,GOOD,,EUTROPHIC,,ABSENT
10/16/2023,2020965,NLA22_OR-10168,7/20/2022,1,OR,NLA,2022,CORE,NLA_OR-10295,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,
10/16/2023,2020966,NLA22_WA-10059,7/20/2022,1,WA,NLA,2022,CORE,NLA_WA-10170,ASSESS,,H,,,,L,,,Y,3,,NO,,GOOD,,,,,DRAINAGE,,,,,,L,,,N,,MODERATE,SPARSE,RARE,L,,,,,,,NONE,NONE,,,NONE,NO,,YES,2,MODERATE,RARE,RARE,RARE,EXTENSIVE,RARE,RARE,RARE,L,,,,,,L,GOOD,,,,,,L,L,,Y,,UNSWIMMABLE,,MESOTROPHIC,,ABSENT
10/16/2023,2020966,NLA22_WA-10059,7/20/2022,1,WA,NLA,2022,CORE,NLA_WA-10170,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020967,NLA22_GA-10045,7/21/2022,1,GA,NLA,2022,CORE,NLA_GA-10076,ASSESS,,,,,,,,,Y,5,IMPOUNDMENT,YES,,GOOD,,,UNKNOWN,,RESERVOIR,,,,,,,,,Y,0.5,SPARSE,RARE,RARE,L,,,,,,,NONE,RESTRICTED,,,ARTIFICIAL,NO,,NO,4,RARE,SPARSE,SPARSE,MODERATE,MODERATE,SPARSE,MODERATE,RARE,,,,,L,,,EXCELLENT,,,,M,,M,L,,Y,,GOOD,,MESOTROPHIC,,ABSENT
10/16/2023,2020967,NLA22_GA-10045,7/21/2022,1,GA,NLA,2022,CORE,NLA_GA-10076,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020968,NLA22_KS-10071,7/20/2022,1,KS,NLA,2022,CORE,NLA_KS-10147,ASSESS,,M,,,,L,,,Y,4,IMPOUNDMENT,YES,,EXCELLENT,,,UNKNOWN,,RESERVOIR,,,,,,,,,N,,SPARSE,SPARSE,RARE,L,,,,,,,LOW,NONE,,,ARTIFICIAL,NO,,NO,3,RARE,RARE,SPARSE,SPARSE,EXTENSIVE,SPARSE,SPARSE,RARE,,L,M,M,,L,M,EXCELLENT,,,,H,,M,M,,Y,,GOOD,,EUTROPHIC,,ABSENT
10/16/2023,2020968,NLA22_KS-10071,7/20/2022,1,KS,NLA,2022,CORE,NLA_KS-10147,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020969,NLA22_KS-10032,7/21/2022,1,KS,NLA,2022,CORE,NLA_KS-10095,ASSESS,,,,,,,,,Y,4,EXCAVATION,YES,,GOOD,,,,,DRAINAGE,,,,,,,,,N,,SPARSE,SPARSE,RARE,,,,,,,,NONE,BANNED,,,NONE,NO,,NO,3,RARE,SPARSE,RARE,RARE,EXTENSIVE,MODERATE,SPARSE,MODERATE,,,H,,,,L,GOOD,,,,M,,,L,,Y,,GOOD,,EUTROPHIC,,ABSENT
10/16/2023,2020969,NLA22_KS-10032,7/21/2022,1,KS,NLA,2022,CORE,NLA_KS-10095,CHAB,,,,,,,,,,,,,,,BLOOMWATCH,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,
10/16/2023,2020970,NES22-10155,7/21/2022,1,MT,NES,2022,CORE,NLA_MT-10045,ASSESS,,,,,,,,,Y,4,,NO,,EXCELLENT,,,,,DRAINAGE,,,,L,,,,,N,,MODERATE,SPARSE,SPARSE,L,,L,,,,,LOW,NONE,,,NONE,NO,,YES,3,RARE,RARE,SPARSE,MODERATE,SPARSE,SPARSE,SPARSE,SPARSE,,,L,,,L,L,EXCELLENT,,,,L,,L,L,,Y,,GOOD,,MESOTROPHIC,,ABSENT
10/16/2023,2020970,NES22-10155,7/21/2022,1,MT,NES,2022,CORE,NLA_MT-10045,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020971,NES22-10167,7/21/2022,1,MT,NES,2022,CORE,NLA_MT-10114,ASSESS,,,,,,,,,Y,5,,NO,,EXCELLENT,,,,,DRAINAGE,,,,,,,,,N,,SPARSE,RARE,SPARSE,L,,,,,,,HIGH,NONE,,,NONE,NO,,YES,3,RARE,RARE,MODERATE,MODERATE,RARE,SPARSE,RARE,RARE,,,L,L,L,L,L,EXCELLENT,,L,,L,,L,L,,Y,,GOOD,,OLIGOTROPHIC,,ABSENT
10/16/2023,2020971,NES22-10167,7/21/2022,1,MT,NES,2022,CORE,NLA_MT-10114,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020972,NES22-10078,7/21/2022,1,OH,NES,2022,CORE,NLA_OH-10011,ASSESS,,,,,,,,,Y,3,IMPOUNDMENT,YES,,FAIR,,,NO,,RESERVOIR,,,,,,,,,N,,ABSENT,RARE,RARE,,,,,,,,HIGH,BANNED,,,ARTIFICIAL,NO,,NO,3,RARE,SPARSE,MODERATE,SPARSE,MODERATE,MODERATE,SPARSE,RARE,L,,L,,,,,GOOD,L,L,,M,L,M,L,,Y,,FAIR,,EUTROPHIC,,ABSENT
