SITE_ID,VISIT_NO,LAKENAME,LAKE_ORIGIN_FINAL,CLEAR_TO_BOTTOM,SECMEAN,STATE,AMFCALL,AMFCEMERGENT,AMFCFLOATING,AMFCSUBMERGENT,BFFFLAT,BFFGRADUAL,BFFSTEEP,BFFVERTICAL,BFOANGLE,BSFCBEDROCK,BSFCBOULDERS,BSFCCOBBLE,BSFCGRAVEL,BSFCORGANIC,BSFCSAND,BSFCSILT,BSFCWOOD,BSISITEVARIETY,BSISTAVARIETY,BSVLDIA,BSXLDIA,FCFCAQUATIC_DD,FCFCAQUATIC_LIT,FCFCAQUATIC_SIM,FCFCBOULDERS_DD,FCFCBOULDERS_LIT,FCFCBOULDERS_SIM,FCFCBRUSH_DD,FCFCBRUSH_LIT,FCFCBRUSH_SIM,FCFCLEDGES_DD,FCFCLEDGES_LIT,FCFCLEDGES_SIM,FCFCLIVETREES_DD,FCFCLIVETREES_LIT,FCFCLIVETREES_SIM,FCFCOVERHANG_DD,FCFCOVERHANG_LIT,FCFCOVERHANG_SIM,FCFCSNAGS_DD,FCFCSNAGS_LIT,FCFCSNAGS_SIM,FCFCSTRUCTURES_DD,FCFCSTRUCTURES_LIT,FCFCSTRUCTURES_SIM,FCFPALL_DD,FCFPALL_LIT,FCFPALL_SIM,HIFPANY_SYN,HIFPANYCIRCA_SYN,HIIAG_SYN,HIIAGCIRCA_SYN,HIIALL_SYN,HIIALLCIRCA_SYN,HIINONAG_SYN,HIINONAGCIRCA_SYN,HIPWAG_SYN,HIPWALL_SYN,HIPWBUILDINGS_SYN,HIPWCOMMERCIAL_SYN,HIPWCROPS_SYN,HIPWDOCKS_SYN,HIPWLANDFILL_SYN,HIPWLAWN_SYN,HIPWNONAG_SYN,HIPWORCHARD_SYN,HIPWOTHER_SYN,HIPWPARK_SYN,HIPWPASTURE_SYN,HIPWPOWERLINES_SYN,HIPWROADS_SYN,HIPWWALLS_SYN,RVFCCANBIG_DD,RVFCCANBIG_RIP,RVFCCANBIG_SYN,RVFCCANSMALL_DD,RVFCCANSMALL_RIP,RVFCCANSMALL_SYN,RVFCGNDBARE_DD,RVFCGNDBARE_RIP,RVFCGNDBARE_SYN,RVFCGNDINUNDATED_DD,RVFCGNDINUNDATED_RIP,RVFCGNDINUNDATED_SYN,RVFCGNDNONW_DD,RVFCGNDNONW_RIP,RVFCGNDNONW_SYN,RVFCGNDWOODY_DD,RVFCGNDWOODY_RIP,RVFCGNDWOODY_SYN,RVFCUNDNONW_DD,RVFCUNDNONW_RIP,RVFCUNDNONW_SYN,RVFCUNDWOODY_DD,RVFCUNDWOODY_RIP,RVFCUNDWOODY_SYN,RVICANOPY_DD,RVICANOPY_RIP,RVICANOPY_SYN,RVICANUND_DD,RVICANUND_RIP,RVICANUND_SYN,RVIGROUND_DD,RVIGROUND_RIP,RVIGROUND_SYN,RVIHERBS_DD,RVIHERBS_RIP,RVIHERBS_SYN,RVITALLWOOD_DD,RVITALLWOOD_RIP,RVITALLWOOD_SYN,RVITOTALVEG_DD,RVITOTALVEG_RIP,RVITOTALVEG_SYN,RVIUNDERSTORY_DD,RVIUNDERSTORY_RIP,RVIUNDERSTORY_SYN,RVIWOODY_DD,RVIWOODY_RIP,RVIWOODY_SYN,SIVDEPTH,SIXDEPTH,SSFCBEDROCK,SSFCBOULDERS,SSFCCOBBLE,SSFCGRAVEL,SSFCORGANIC,SSFCOTHER,SSFCSAND,SSFCSILT,SSFCWOOD,SSISITEVARIETY,SSISTAVARIETY,SSVLDIA,SSXLDIA,ECOWSA9_2015,ECOWSA3_2015,YEAR,LkArea_km2,L_LkAreakm2,ELEV_use,L_ELEV_use,LkPerim_km,L_LkPerimkm,DpthMx_use,L_DpthMx_use,LATdd_use,LONdd_use,ElevXLat_use,ElevXLon_use,Lake_Origin_use,Reservoir,ECOP5_2015,ECOP6_2015,RVegQc15,LitCvrQc15,LitRipCvrQc15,L_RVegQc15,L_LitCvrQc15,L_LitRipCvrQc15,RVegQc3x15,LitCvrQc3x15,LitRipCvrQc3x15,L_RVegQc3x15,L_LitCvrQc3x15,L_LitRipCvrQc3x15,RVegQc3OE15,LitCvrQc3OE15,LitRipCvrQc3OE15,HORIZDD_use,VERTDD_use,L_HORIZDD_use,L_VERTDD_use
NLA17_SD-10007,1,Lake Isabella,NATURAL,NA,0.33,SD,0.05,0,0,0.05,0.3,0.7,0,0,GRADUAL,0,0.029563462,0.312281735,0.227328949,0.006666667,0.08632375,0.288364567,0.04947087,7,4.3,0.278876988,0.068190566,0.045,0.05,0.0495,0.07,0.025,0.031111111,0.055,0.035,0.037,0,0,0,0,0,0,0.015,0.005,0.006111111,0.075,0.03,0.0345,0,0,0,1,1,1,1,0,1.452962963,0,4.546296296,0,3.093333333,0,0.472988506,0.344921875,0.5,0,0.64,0,0.5,0.5,0.307407407,0,0,0,0.812962963,0.546666667,0.546666667,0.5,0.025,0.07,0.067166667,0.03,0.045,0.044,0.350412256,0,0.01645796,0.006896552,0,3.65631e-4,0.486301226,0.929129129,0.910235637,0.156389966,0.070870871,0.165610132,0.1175,0.21,0.201481481,0.035,0.06,0.058333333,0.055,0.115,0.111166667,0.2075,0.385,0.350833333,0.25,0.945,0.819416667,0.3275,1.085,1.036388889,0.09,0.175,0.1695,0.4525,1.33,1.169916667,0.1525,0.27,0.239666667,0.125,0.245,0.237166667,0.417532434,1.09,0,0.063316998,0.238131602,0.158037427,0.051599955,0.11235974,0.036475022,0.247397179,0.092682077,7,5.9,0.297866723,0.101060979,TPL,PLNLOW,2017,0.292319,-0.534142956,559,2.747411808,2.196158,0.341663582,2,0.301029996,45.63885,-97.34191,25512.11715,-54414.12769,NATURAL,0,CENPL,CENPL,0.064166663,0.049227053,0.056696858,-1.129791263,-1.227479875,-1.175894625,0.165954347,0.082516672,0.13977868,-0.7546,-1.03378,-0.82455,0.386652498,0.596570998,0.405618781,0.944444444,0.3,0.288795539,-0.397940009
NLA17_SD-10008,1,Rehfeldt Slough,NATURAL,NA,0.48,SD,0.045,0.045,0,0.045,0.2,0.7,0.1,0,GRADUAL,0,0.074193548,0.006451613,0.006451613,0.045153221,0.051604834,0.796632976,0.019512195,7,3.6,0.225850534,-0.265531015,NA,0.045,0.045,NA,0.0575,0.0575,NA,0.02,0.02,NA,0,0,NA,0,0,NA,0.045,0.045,NA,0,0,NA,0,0,NA,1,1,1,0.9,1.35,0.7,4.5,2,3.15,1.3,0.45,0.346153846,0.6,0,0.6,0,0.7,0.5,0.315,0,0,0,0.75,0.65,0.7,0,NA,0.055,0.055,NA,0.03,0.03,NA,0.007407407,0.007407407,NA,0.044408074,0.044408074,NA,0.862326484,0.862326484,NA,0.085858035,0.085858035,NA,0.185,0.185,NA,0.085,0.085,NA,0.085,0.085,NA,0.355,0.355,NA,0.98,0.98,NA,1.03,1.03,NA,0.17,0.17,NA,1.29,1.29,NA,0.27,0.27,NA,0.26,0.26,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TPL,PLNLOW,2017,0.2076981,-0.682567476,482,2.683047038,1.745959,0.242034041,2,0.301029996,43.57442,-97.05877,21002.87044,-46782.32714,NATURAL,0,CENPL,CENPL,0.071020618,0.037123212,0.054071915,-1.091404446,-1.326765112,-1.193332293,0.165954347,0.082516672,0.13977868,-0.7546,-1.03378,-0.82455,0.427952746,0.449887418,0.386839504,0,0,0,-1
NLA17_SD-10009,1,Stockade Lake,MAN-MADE,NA,2.15,SD,0.5175,0.1225,0.005,0.4875,0.3,0.4,0,0.3,GRADUAL,0.254903475,0.165789166,0.255930736,0.009090909,0,0,0.014285714,0,5,1.7,0.252231053,0.328552638,NA,0.485,0.485,NA,0.075,0.075,NA,0,0,NA,0.085,0.085,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,0.7,0.4,0,0,1.1,0.8,1.1,0.8,0,0.084615385,0.05,0,0,0,0.2,0.1,0.11,0,0.05,0.15,0,0.15,0.4,0,NA,0.1825,0.1825,NA,0.05,0.05,NA,0.497305248,0.497305248,NA,0,0,NA,0.448304603,0.448304603,NA,0.054390149,0.054390149,NA,0.055,0.055,NA,0.055,0.055,NA,0.2325,0.2325,NA,0.3425,0.3425,NA,0.455,0.455,NA,0.455,0.455,NA,0.2875,0.2875,NA,0.7975,0.7975,NA,0.11,0.11,NA,0.3425,0.3425,1.825620138,3.12,0.263657274,0.042833002,0.096208345,0.004878049,0,0.55139769,0.01025641,0.030769231,0,6,2.5,0.336404624,0.235615693,WMT,WMTNS,2017,0.4595914,-0.337628107,1576,3.197556213,5.401232,0.732492832,8,0.903089987,43.76821,-103.5172,68978.69896,-163143.1072,MAN-MADE,1,WEST,WEST,0.260872569,0.063608361,0.162240465,-0.567234973,-1.133072853,-0.763864811,0.172705567,0.058897904,0.122432973,-0.738248219,-1.161793989,-0.878003872,1.510504687,1.079976643,1.325137022,0,NA,0,NA
NLA17_SD-10010,1,Stone Lake,NATURAL,NA,0.33,SD,0.1075,0.025,0,0.0925,0.6,0.2,0.2,0,FLAT,0,0,0.044711538,0.185699673,0.085722611,0.218932742,0.464933436,0,5,2.9,0.202741148,-0.15510147,0.07,0.1075,0.07,0.03,0,0.03,0.005,0,0.005,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0,0,0,0.9,0.7,0.9,1,0,0.85,0,1.61,0,0.76,0,0.283333333,0.123846154,0.15,0.05,0.45,0,0,0,0.076,0,0.05,0,0.4,0.1,0.41,0,0.005,0,0.004,0,0,0,0.483698972,0.108216216,0.439542141,0.025839793,0,0.025839793,0.487330928,0.870162162,0.531521979,0.005714286,0.021621622,0.005680065,0.13,0.5075,0.1515,0.01,0.025,0.01,0.005,0,0.004,0.145,0.5325,0.1655,0.405,0.8125,0.442666667,0.505,1.3,0.564166667,0.015,0.025,0.014,0.525,1.345,0.583166667,0.14,0.5325,0.1615,0.02,0.045,0.019,0.20976177,0.32,0,0,0.03741839,0.189326877,0.293707371,0.010668563,0.328134916,0.127788416,0.012955466,6,4,0.154305882,-0.056225839,NPL,PLNLOW,2017,4.1221120000000004,0.615119788,554,2.743509765,9.919814,0.996503529,1.3,0.113943352,44.88032,-99.74593,24863.69728,-55259.24522,NATURAL,0,CENPL,CENPL,0.017399915,0.00550055,0.011450233,-1.562250783,-1.80965289,-1.668567995,0.165954347,0.082516672,0.13977868,-0.7546,-1.03378,-0.82455,0.104847601,0.066659863,0.081916874,55.2,1.5,1.749736316,0.204119983
NLA17_SD-10010,2,Stone Lake,NATURAL,NA,0.48,SD,0.075,0.05,0,0.025,0.8,0.2,0,0,FLAT,0,0.005555556,0.034126984,0.115714286,0.054809705,0.169387049,0.615278215,0.005128205,7,2.8,0.197096503,-0.204542943,0.065,0.1075,0.08775,0.01,0.005,0.01,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0,0.01,0,0.009,0,0,0,0.8,0.8,0.8,1,0,0.95,0,1.655555556,0,0.705555556,0,0.327586207,0.12992126,0.2,0,0.45,0,0,0.055555556,0.071428571,0,0.05,0,0.5,0.1,0.3,0,0,0,0,0,0,0,0.712571663,0.021344421,0.678049287,0,0,0,0.287428337,0.962716563,0.321950713,0,0.015939016,0,0.1075,0.455,0.146,0.005,0.015,0.002666667,0,0,0,0.1125,0.47,0.148666667,0.2325,0.89,0.261666667,0.34,1.33,0.407666667,0.005,0.015,0.002666667,0.345,1.36,0.410333333,0.1125,0.47,0.148666667,0.005,0.03,0.002666667,0.169967317,0.3,0,0.005128205,0.053246485,0.07888751,0.217269814,0.07959629,0.14870436,0.412039131,0.005128205,7,3.3,0.237366696,-0.176865409,NPL,PLNLOW,2017,4.1221120000000004,0.615119788,554,2.743509765,9.919814,0.996503529,1.2,0.079181246,44.88032,-99.74593,24863.69728,-55259.24522,NATURAL,0,CENPL,CENPL,7.61905e-4,0.013223322,0.006992614,-1.968110852,-1.63407565,-1.769739818,0.165954347,0.082516672,0.13977868,-0.7546,-1.03378,-0.82455,0.004591051,0.160250312,0.050026324,23.6,0.8,1.390935107,-0.045757491
NLA17_SD-10011,1,Meiers Lake,NATURAL,NA,0.45,SD,0.2425,0.1825,0,0.13,0.5,0.5,0,0,"FLAT, GRADUAL",0,0,0.152207158,0.05211551,0,0.034691267,0.756108017,0.004878049,5,2.5,0.147772135,-0.207715661,NA,0.2425,0.2425,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0.025,0.025,NA,0.005,0.005,NA,0,0,NA,1,1,1,0.5,1.1,0.3,1.8,0.5,0.7,0.2,0.366666667,0.138461538,0.05,0,0.55,0,0,0,0.07,0,0,0,0.55,0.2,0.4,0.05,NA,0.005,0.005,NA,0.005,0.005,NA,0,0,NA,0,0,NA,0.956156156,0.956156156,NA,0.043843844,0.043843844,NA,0.655277778,0.655277778,NA,0.062222222,0.062222222,NA,0.01,0.01,NA,0.74,0.74,NA,0.92,0.92,NA,1.54,1.54,NA,0.075,0.075,NA,1.66,1.66,NA,0.73,0.73,NA,0.12,0.12,0.182878223,0.73,0,0,0,0,0,0.993993994,0,0,0.006006006,1,1.111111111,0,0,NPL,PLNLOW,2017,0.2055269,-0.687131328,504,2.702430536,1.843331,0.265603327,1.3,0.113943352,43.07985,-98.08074,21712.2444,-49432.69296,NATURAL,0,CENPL,CENPL,0.03030459,0.051506672,0.040905631,-1.394645489,-1.211077768,-1.293234172,0.165954347,0.082516672,0.13977868,-0.7546,-1.03378,-0.82455,0.182607994,0.624197164,0.292645711,0,NA,0,NA
NLA17_SD-10012,1,Soda Draw,MAN-MADE,NA,0.38,SD,0.2825,0,0,0.2825,1,0,0,0,FLAT,0,0.008,0,0,0,0,0.992,0,2,1.1,0.021549549,-0.345006163,0,0.2825,0.1335,0.025,0.005,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0.9,1,1,1,1,1.23,1.1,0.23,0.1,0.333333333,0.095348837,0,0,0,0,0,0,0.023232323,0,0.05,0,1,0,0,0.18,0,0,0,0,0,0,0.915042315,0.547474747,0.68055213,0.005405405,0,0.003333333,0.07955228,0.452525253,0.316114537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.445,0.3075,0.075,0.445,0.304166667,0,0,0,0.075,0.445,0.304166667,0,0,0,0,0,0,0.105409255,0.4,0,0.065714286,0.005714286,0,0.015384615,0.103823054,0,0.809363759,0,4,2.3,0.189702371,-0.291831572,NPL,PLNLOW,2017,0.04625207,-1.334868826,848,2.928395852,1.171224,0.068639963,1.7,0.230448921,44.87109,-103.0033,38050.68432,-87346.7984,MAN-MADE,1,CENPL,CENPL,0.001666667,0.001111111,0.001388889,-1.933053217,-1.954242509,-1.943518647,0.165954347,0.10869707,0.13977868,-0.7546,-0.92556,-0.82455,0.010042922,0.010222089,0.009936342,5.7,0.2,0.826074803,-0.522878745
NLA17_SD-10013,1,Unnamed lake,NATURAL,NA,0.49,SD,0.178125,0,0,0.178125,0.75,0.25,0,0,FLAT,0,0.013888889,0.013888889,0.116439223,0.110883668,0.318798229,0.426101102,0,6,4.25,0.116689752,-0.165984452,0,0.178125,0.1309375,0.03125,0.03125,0.0325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.75,0.75,1,0,1.166666667,0,1.791666667,0,0.625,0,0.388888889,0.111683849,0,0,0.25,0,0,0,0.020547945,0,0.5,0,0.916666667,0,0.125,0,0,0,0,0,0,0,0.955364455,0.440656566,0.515210026,0,0,0,0.044635545,0.559343434,0.484789974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375,0.609375,0.515,0.0375,0.609375,0.515,0,0,0,0.0375,0.609375,0.515,0,0,0,0,0,0,0.064086994,0.6875,0,0.03176598,0.076926041,0.471504116,0.010102041,0,0.296064428,0.113637395,0,6,4.75,0.060540892,0.063252968,NPL,PLNLOW,2017,0.10424,-0.981965597,617,2.790285164,1.301713,0.114515242,1,0,45.55612,-99.7759,28108.12604,-61561.7303,NATURAL,0,CENPL,CENPL,0,0.006944444,0.003472222,-2,-1.770972666,-1.870560762,0.165954347,0.082516672,0.13977868,-0.7546,-1.03378,-0.82455,0,0.084158078,0.024840857,2.5,0.2,0.544068044,-0.522878745
NLA17_SD-10014,1,No name lake,NATURAL,Y,NA,SD,0.7875,0.6625,0,0.5075,0.9,0.1,0,0,FLAT,0,0.016724844,0.03453997,0.011010558,0.529857985,0,0.407866643,0,5,2.7,0.132829675,-0.282518669,NA,0.875,0.875,NA,0.035,0.035,NA,0,0,NA,0,0,NA,0,0,NA,0.04,0.04,NA,0,0,NA,0,0,NA,1,1,1,0.2,0.6,0.2,0.6,0.2,0,0,0.2,0.046153846,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,NA,0,0,NA,0,0,NA,0.005405405,0.005405405,NA,0.755555556,0.755555556,NA,0.239039039,0.239039039,NA,0,0,NA,0.4925,0.4925,NA,0,0,NA,0,0,NA,0.4925,0.4925,NA,0.925,0.925,NA,0.7175,0.7175,NA,0,0,NA,0.7175,0.7175,NA,0.4925,0.4925,NA,0,0,0.13984118,0.62,0,0.024798762,0.024798762,0.003508772,0.239765244,0.539212816,0,0.167915645,0,5,3.6,0.223164661,-0.201469755,TPL,PLNLOW,2017,0.02509376,-1.60043426,596,2.77524626,0.7525313,-0.123475432,1.1,0.041392685,45.7416,-97.2664,27261.9936,-57970.7744,NATURAL,0,CENPL,CENPL,0.377777778,0.162431243,0.270104511,-0.411417082,-0.763384041,-0.552679898,0.165954347,0.082516672,0.13977868,-0.7546,-1.03378,-0.82455,2.276395801,1.968465766,1.932372732,0,0,0,-1
NLA17_SD-10015,1,Roosevelt Lake,MAN-MADE,NA,2.91,SD,0.875,0.165,0.065,0.875,0.1,0.7,0.2,0,GRADUAL,0,0.044805195,0.016233766,0.089844877,0.118416306,0.118416306,0.59208153,0.02020202,7,4.4,0.119137361,-0.203344875,NA,0.875,0.875,NA,0.0925,0.0925,NA,0.015,0.015,NA,0.01,0.01,NA,0,0,NA,0.1475,0.1475,NA,0.005,0.005,NA,0.025,0.025,NA,1,1,1,0.8,1.35,0.7,4.75,1.3,3.4,0.6,0.45,0.365384615,0.55,0,0.5,0.55,0.55,0,0.34,0,0.15,0.55,0.85,0.5,0.55,0,NA,0.035,0.035,NA,0.015,0.015,NA,0.052794715,0.052794715,NA,0.134774394,0.134774394,NA,0.734246332,0.734246332,NA,0.078184559,0.078184559,NA,0.432777778,0.432777778,NA,0.092222222,0.092222222,NA,0.05,0.05,NA,0.5875,0.5875,NA,0.965,0.965,NA,1.2,1.2,NA,0.145,0.145,NA,1.43,1.43,NA,0.5375,0.5375,NA,0.23,0.23,0.921110441,1.52,0,0.063636364,0.021818182,0.045051626,0.035033073,0.613078782,0.035033073,0.175165366,0.011183533,7,5,0.211923294,-0.178493584,NPL,PLNLOW,2017,0.378215,-0.422261251,675,2.829303773,5.315547,0.725547963,5.1,0.707570176,43.20149,-99.6198,29161.00575,-67243.365,MAN-MADE,1,CENPL,CENPL,0.116074849,0.115291051,0.11568295,-0.899371544,-0.902079948,-0.900723635,0.165954347,0.10869707,0.13977868,-0.7546,-0.92556,-0.82455,0.699438436,1.060663829,0.827615123,0,NA,0,NA
NLA17_SD-10016,1,Owen Lake,MAN-MADE,NA,2,SD,0.585,0.005,0,0.585,0.6,0.3,0.1,0,FLAT,0,0,0.011287758,0.055384078,0.054014604,0.486865069,0.39244849,0,5,3.7,0.090752842,-0.173972859,0.041666667,0.5825,0.50125,0.008333333,0.005,0.001666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,1,1,0,0.777777778,0,0.861111111,0,0.083333333,0,0.259259259,0.071759259,0.083333333,0,0,0,0,0,0.009259259,0,NA,0,0.777777778,0,0,0,0,0,0,0,0,0,0.808641975,0.184957685,0.316687877,0.012345679,0,0.001904762,0.179012346,0.815042315,0.681407361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145833333,0.785,0.668611111,0.1375,0.785,0.666944444,0,0,0,0.1375,0.785,0.666944444,0,0,0,0,0,0,0.42804465,0.69,0,0.089087657,0.016994633,0.095025917,0.071321006,0.023444318,0.28839655,0.41572992,0,6,4.1,0.222902153,-0.117069968,NPL,PLNLOW,2017,0.550062,-0.259588356,794,2.899820502,7.481452,0.873985894,3.2,0.505149978,45.46677,-102.4045,36100.61538,-81309.173,MAN-MADE,1,CENPL,CENPL,9.52381e-4,0.002211221,0.001581801,-1.960491457,-1.913240904,-1.936223899,0.165954347,0.10869707,0.13977868,-0.7546,-0.92556,-0.82455,0.005738813,0.020342969,0.011316469,1.8,0.5,0.447158031,-0.22184875
NLA17_SD-10017,1,None,NATURAL,NA,1.35,SD,0.485,0.03,0.005,0.485,0.6,0.3,0,0.1,FLAT,0,0.00625,0.038657407,0.22164234,0.038359788,0.67171384,0.009090909,0.014285714,7,2.5,0.093626436,0.002467212,NA,0.3775,0.3775,NA,0.005,0.005,NA,0.005,0.005,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0.9,0.9,0.9,0.1,0.4,0,0.55,0.1,0.15,0.1,0.133333333,0.042307692,0,0,0.05,0,0,0,0.015,0,0.1,0,0.35,0,0.05,0,NA,0,0,NA,0,0,NA,0.021344421,0.021344421,NA,0.005405405,0.005405405,NA,0.962716563,0.962716563,NA,0.010533611,0.010533611,NA,0.485,0.485,NA,0.005,0.005,NA,0,0,NA,0.49,0.49,NA,0.89,0.89,NA,1.36,1.36,NA,0.005,0.005,NA,1.375,1.375,NA,0.49,0.49,NA,0.015,0.015,0.394968353,0.76,0,0,0.033333333,0.116927028,0.437962077,0.159692405,0.252085157,0,0,4,2.8,0.112447964,0.023649249,NPL,PLNLOW,2017,0.4789238,-0.31973358,580,2.763427994,4.261952,0.629608554,3.2,0.505149978,45.81109,-99.27938,26570.4322,-57582.0404,NATURAL,0,CENPL,CENPL,0.007140877,0.009922992,0.008531935,-1.76596696,-1.700645433,-1.732079239,0.165954347,0.082516672,0.13977868,-0.7546,-1.03378,-0.82455,0.043029166,0.120254394,0.061038884,0,NA,0,NA
NLA17_SD-10020,1,Unnamed,MAN-MADE,NA,0.3,SD,0.58,0.1,0.12,0.43,0.7,0.3,0,0,FLAT,0.04375,0.013211769,0.045190089,0.062568137,0.062446591,0.076853852,0.695979562,0,7,4.7,0.134143089,-0.203302795,0.1725,0.43,0.323375,0.025,0.02,0.023,0,0,0,0,0,0,0,0,0,0.115,0.09,0.0975,0,0,0,0,0,0,0.8,1,1,1,1,1.5,1,3.5,1,2,0,0.5,0.269230769,0.5,0,0.5,0,0.5,0,0.2,0,0,0,1,0.5,0.5,0,0,0,0,0,0,0,0.507861328,0.068140868,0.142605912,0.078519259,0,0.018875992,0.413619414,0.931859132,0.838518096,0,0,0,0.105,0,0.027833333,0,0,0,0,0,0,0.105,0,0.027833333,0.37,0.845,0.741,0.415,0.845,0.753333333,0,0,0,0.415,0.845,0.753333333,0.105,0,0.027833333,0,0,0,0.25819889,1.2,0,0.018673143,0.050224505,0.042346174,0.046522563,0.331174521,0.083290552,0.427768541,0,6,5.5,0.135827961,-0.171699053,NPL,PLNLOW,2017,0.04904037,-1.309446262,590,2.770852012,1.306852,0.116226407,2,0.301029996,44.47741,-99.31405,26241.6719,-58595.2895,MAN-MADE,1,CENPL,CENPL,0.009437996,0.072849285,0.041143641,-1.711348512,-1.081711236,-1.291208362,0.165954347,0.10869707,0.13977868,-0.7546,-0.92556,-0.82455,0.056871038,0.670204677,0.294348468,3.15,0.3,0.618048097,-0.397940009
NLA17_SD-10022,1,Number 5,MAN-MADE,NA,0.73,SD,0.005,0.005,0,0,0.1,0.9,0,0,GRADUAL,0,0,0.268470634,0,0.072298778,0,0.643014372,0.016216216,4,3.3,0.017942931,-0.144717794,NA,0.005,0.005,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0.1,0.1,1,1,0,0,3.4,2.1,3.4,2.1,0,0.263565891,0.5,0,0,0,1,0.75,0.343434343,0,0,0.65,0,0,0.5,0,NA,0.0925,0.0925,NA,0.005,0.005,NA,0.202581752,0.202581752,NA,0,0,NA,0.783779405,0.783779405,NA,0.013638843,0.013638843,NA,0.095,0.095,NA,0.035,0.035,NA,0.0975,0.0975,NA,0.2275,0.2275,NA,0.83,0.83,NA,0.91,0.91,NA,0.1325,0.1325,NA,1.0575,1.0575,NA,0.13,0.13,NA,0.1475,0.1475,0.254077853,1.27,0,0,0.862803586,0,0.040547903,0.074867656,0,0,0.021780854,3,3,0,0.350343332,TPL,PLNLOW,2017,0.01417028,-1.848621568,332,2.521138084,0.879986,-0.055524237,2.2,0.342422681,42.48984,-96.47912,14106.62688,-32031.06784,MAN-MADE,1,CENPL,CENPL,0.013896812,0.00110011,0.007498461,-1.621660028,-1.954672717,-1.757000142,0.165954347,0.10869707,0.13977868,-0.7546,-0.92556,-0.82455,0.083738767,0.01012088,0.053645242,0,NA,0,NA
NLA17_SD-10023,1,Reid Lake,NATURAL,NA,1.9,SD,0.845,0.02,0.04,0.845,0.5,0.4,0.1,0,FLAT,0,0.031111111,0.041111111,0.201349206,0.065555556,0.166904762,0.392301587,0.101666667,7,4.1,0.17003166,-0.103654487,NA,0.845,0.845,NA,0.01,0.01,NA,0.045,0.045,NA,0,0,NA,0.01,0.01,NA,0.025,0.025,NA,0,0,NA,0,0,NA,1,1,1,0.6,1.35,0.7,4.35,0.7,3,0,0.45,0.334615385,0.5,0,0.6,0.5,0.5,0.5,0.3,0,0,0,0.75,0.5,0.5,0,NA,0,0,NA,0.005,0.005,NA,0.07193716,0.07193716,NA,0.031032693,0.031032693,NA,0.87276232,0.87276232,NA,0.024267827,0.024267827,NA,0.075,0.075,NA,0.015,0.015,NA,0.005,0.005,NA,0.095,0.095,NA,0.905,0.905,NA,0.92,0.92,NA,0.02,0.02,NA,0.965,0.965,NA,0.09,0.09,NA,0.045,0.045,0.47562824,1.22,0,0.066666667,0.051317829,0.042351717999999997,0.034245271,0.202588229,0.250997299,0.273652546,0.07818044,7,5.4,0.232523735,-0.082581157,TPL,PLNLOW,2017,0.1388984,-0.857302757,533,2.726727209,1.842709,0.265456757,7.2,0.857332496,45.03031,-97.7708,24001.15523,-52111.8364,NATURAL,0,CENPL,CENPL,0.026735726,0.03320132,0.029968523,-1.434911377,-1.364502982,-1.398281902,0.165954347,0.082516672,0.13977868,-0.7546,-1.03378,-0.82455,0.161102895,0.402358935,0.214399813,0,0,0,-1
