SITE_ID,VISIT_NO,DATE_COL,COMMENT_ORIGIN,LkArea_km2,L_LkAreakm2,ELEV_use,L_ELEV_use,LkPerim_km,L_LkPerimkm,DpthMx_use,L_DpthMx_use,HORIZDD_use,VERTDD_use
NLA17_LA-10001,2,9/21/2017,OXBOW of Mississippi with levee cutting off head back into river,4.602092,0.662955296,14,1.146128036,30.10845,1.478688398,4.42,0.645422269,0,NA
NLA17_LA-10002,1,6/28/2017,NA,6.523204,0.81446096,30,1.477121255,36.58471,1.563299617,6.2,0.79239169,0,NA
NLA17_LA-10004,1,6/27/2017,NA,162.3621,2.21048466,0,0,110.1784,2.042096461,2.6,0.414973348,0,NA
NLA17_LA-10004,2,9/14/2017,NA,162.3621,2.21048466,0,0,110.1784,2.042096461,3,0.477121255,0,NA
NLA17_LA-10006,1,7/12/2017,NA,1.497907,0.17548485,28,1.447158031,12.41428,1.093921537,2,0.301029996,0,NA
NLA17_LA-10007,1,6/8/2017,NA,0.1739468,-0.759583556,6,0.77815125,2.538807,0.404629687,1,0,0,NA
NLA17_LA-10015,1,9/19/2017,Classic Oxbow lake,0.5011529,-0.300029752,26,1.414973348,6.928653,0.840648812,3,0.477121255,0,NA
NLA17_LA-10018,1,7/26/2017,"bayou area no lake on Topo, natural on GE; Crew notes dam on NE end and is usually drawn down in late summer, functions more like a wetland than lake",0.0539115,-1.268318584,44,1.643452677,1.460735,0.164571435,1,0,0,NA
NLA17_LA-10024,1,7/6/2017,"Too rectangular to be natural, crew says it used to be a gravel pit",0.0563481,-1.249120723,15,1.1760912590000001,0.9739636,-0.011457274,3.4,0.531478917,0,NA
NLA17_LA-10046,1,7/19/2017,"Riparian flood plain pond next to Bogue Chitto R., looks like putting in housing development ring lakes, seems pretty managed, crew says in State Park, historic gravel pit",0.01641798,-1.784680278,34,1.531478917,0.5017796,-0.299486999,3,0.477121255,0,NA
NLA17_LA-10075,1,8/3/2017,NA,0.06712567,-1.173111366,19,1.278753601,1.793222,0.253634058,2.2,0.342422681,0,NA
NLA17_LA-10108,1,9/12/2017,NA,0.01467644,-1.833379277,83,1.919078092,0.557829,-0.253498912,3.3,0.51851394,0,NA
NLA17_LA-10155,1,8/16/2017,Oxbow of Ouachita R.; oxbow divided by road embankment into Long Lake and Lower Long Lake;  Lower long somewhat connected to river,0.3020047,-0.519986298,16,1.204119983,4.594644,0.662251867,7,0.84509804,0,NA
NLA17_LA-10231,1,9/20/2017,NA,0.2371619,-0.624955079,44,1.643452677,3.777429,0.57719631,1.32,0.120573931,0,NA
NLA17_LA-10303,1,8/15/2017,"back up water supply, NWR lake, NWR site says lake created when bayou was dammed off by RR in 1910 and it naturally filled in over time to become a lake - not natural",6.588253,0.818770269,20,1.301029996,28.15609,1.449572345,3.3,0.51851394,0,NA
NLA17_MA-10001,1,7/24/2017,NA,0.1524574,-0.816851491,1,0,1.555735,0.191935622,3.3,0.51851394,0,NA
NLA17_MA-10001,2,8/15/2017,NA,0.1524574,-0.816851491,1,0,1.555735,0.191935622,3.3,0.51851394,0,NA
NLA17_MA-10002,1,7/25/2017,NA,2.024299,0.306274661,30,1.477121255,12.36995,1.092367944,2,0.301029996,0,NA
NLA17_MA-10003,1,8/2/2017,NA,0.5846346,-0.233115486,536,2.72916479,5.075889,0.705512116,2.7,0.431363764,0,NA
NLA17_MA-10004,1,7/28/2017,NA,1.384086,0.141163076,194,2.28780173,16.01302,1.204473246,12.6,1.100370545,0,NA
NLA17_MA-10004,2,8/14/2017,NA,1.384086,0.141163076,194,2.28780173,16.01302,1.204473246,12.2,1.086359831,0,NA
NLA17_MA-10005,1,8/1/2017,NA,0.1143422,-0.941793456,62,1.79239169,1.563511,0.194100941,10.2,1.008600172,0,NA
NLA17_MA-10007,1,7/26/2017,NA,0.0416403,-1.38048615,63,1.79934055,0.9088293,-0.04151768,1.8,0.255272505,0,NA
NLA17_MA-10017,1,7/27/2017,NA,0.01696016,-1.770570055,37,1.568201724,0.744113,-0.128361108,2,0.301029996,0,NA
NLA17_MA-10018,1,7/31/2017,Crew: Lake is part of the Conant Dam Flood Protection and is part of a series of reservoirs in the watershed,0.024159215,-1.616917178,235,2.371067862,0.916842492,-0.037705267,1.1,0.041392685,0,NA
NLA17_MA-10019,1,8/15/2017,NA,0.2014956,-0.695734433,11,1.041392685,1.651144,0.217784951,10.9,1.037426498,0,NA
NLA17_MA-10022,1,7/30/2017,NA,0.091296228,-1.039547165,164,2.214843848,1.687856956,0.227335638,3.8,0.579783597,0,NA
NLA17_MA-HP001,1,6/27/2017,"Dam dot on TOPO but not visible on GE, listed as pond in 1883 Waters of MA report, listed as a reservoir in some fish write-ups and other webby places; natural lake with potential outflow control best guess; 4 m deep",0.2464182,-0.608327219,427.6,2.631037697,2.974839,0.473463466,4.6,0.662757832,NA,NA
NLA17_MD-10001,1,7/26/2017,NA,0.8566903,-0.06717615,355,2.550228353,7.640169,0.883102965,10.5,1.021189299,0,NA
NLA17_MD-10001,2,8/29/2017,NA,0.8566903,-0.06717615,355,2.550228353,7.640169,0.883102965,9,0.954242509,0,NA
NLA17_MD-10002,1,8/28/2017,NA,0.1275269,-0.894398197,779,2.891537458,1.873362,0.272621707,2.7,0.431363764,0,NA
NLA17_MD-10003,1,6/12/2017,NA,0.7727868,-0.111940305,100,2,8.410327,0.924812882,6.9,0.838849091,0,0
NLA17_MD-10003,2,8/23/2017,NA,0.7727868,-0.111940305,100,2,8.410327,0.924812882,3.7,0.568201724,0,NA
NLA17_MD-10004,1,9/25/2017,Impoundment right on shore of Patuxent R. estuary; 6000 uS,0.01236694,-1.907737746,1,0,0.465808,-0.331793057,1.2,0.079181246,0,NA
NLA17_MD-10015,1,7/27/2017,NA,0.06484584,-1.18811788,1,0,1.704644,0.231633694,2.8,0.447158031,0,NA
NLA17_MD-10026,1,8/1/2017,NA,1.138823,0.05645623,164,2.214843848,12.08057,1.082087426,8.7,0.939519253,0,NA
NLA17_MD-10034,1,8/24/2017,NA,0.1230208,-0.910021453,108,2.033423756,2.042631,0.310189919,2,0.301029996,NA,NA
NLA17_MD-10038,1,7/31/2017,NA,0.04229222,-1.373739517,1,0,1.59393,0.202469245,1.7,0.230448921,NA,NA
NLA17_ME-10001,1,7/12/2017,NA,1.039488,0.01681948,98,1.991226076,6.052488,0.781933937,3.1,0.491361694,0,0
NLA17_ME-10001,2,8/8/2017,NA,1.039488,0.01681948,98,1.991226076,6.052488,0.781933937,3.45,0.537819095,0.01,0.12
NLA17_ME-10002,1,8/7/2017,NA,0.8344654,-0.078591666,69,1.838849091,7.084782,0.850326492,13.5,1.130333769,0,0
NLA17_ME-10003,1,8/28/2017,NA,2.828831,0.451607003,379,2.57863921,10.73532,1.030814995,24.6,1.390935107,1.05,0.53
NLA17_ME-10004,1,8/14/2017,NA,0.4727535,-0.325365247,271,2.432969291,3.340425,0.523801725,2.5,0.397940009,0,0
NLA17_ME-10006,1,7/5/2017,NA,5.370273,0.729996364,129,2.11058971,14.1014,1.149262232,18.2,1.260071388,0,0
NLA17_ME-10007,1,7/18/2017,NA,0.03390103,-1.469787107,338,2.5289167,0.9039053,-0.043877067,6.7,0.826074803,0.4,0
NLA17_ME-10007,2,8/24/2017,NA,0.03390103,-1.469787107,338,2.5289167,0.9039053,-0.043877067,6.3,0.79934055,0,0
NLA17_ME-10009,1,7/10/2017,NA,0.2969502,-0.527316378,54,1.73239376,3.086701,0.489494563,11,1.041392685,0,0
NLA17_ME-10010,1,7/20/2017,NA,0.2271843,-0.643621685,183,2.26245109,2.929754,0.466831156,5.7,0.755874856,0,0
NLA17_ME-10011,1,8/3/2017,NA,0.1817224,-0.740591536,92,1.963787827,2.866292,0.457320432,6.4,0.806179974,0,0
NLA17_ME-10014,1,8/16/2017,NA,0.059936268,-1.222310302,25,1.397940009,0.980310203,-0.008636477,3.1,0.491361694,0,0
NLA17_ME-10016,1,7/31/2017,NA,0.038207238,-1.417854361,358,2.553883027,0.815930446,-0.088346861,1.1,0.041392685,0,0
NLA17_ME-10018,1,8/10/2017,NA,0.337001369,-0.472368335,39,1.591064607,2.789042246,0.445455093,3,0.477121255,0,0
NLA17_ME-10019,1,7/24/2017,NA,0.175628679,-0.755404566,216,2.334453751,1.952170007,0.290517636,1.1,0.041392685,0,0
NLA17_ME-10020,1,7/27/2017,NA,1.368642415,0.136289995,112,2.049218023,7.282339899,0.862270946,2.9,0.462397998,0.2,0.1
NLA17_ME-10021,1,8/2/2017,NA,0.360223806,-0.44342759,118,2.071882007,4.105919957,0.613410479,2.5,0.397940009,0,0
NLA17_ME-10023,1,7/26/2017,NA,0.165689867,-0.780704052,224,2.350248018,1.896075565,0.277855641,2,0.301029996,0,0
NLA17_ME-10025,1,9/19/2017,NA,26.77178,1.427677248,177,2.247973266,53.32502,1.726931027,48.9,1.689308859,0,0
NLA17_ME-10029,1,8/9/2017,NA,1.624683,0.210768636,189,2.276461804,7.454978,0.872446366,5.1,0.707570176,0.15,0.03
NLA17_ME-10030,1,7/11/2017,NA,0.07822506,-1.106654095,234,2.369215857,1.334755,0.125401556,5.6,0.748188027,0,0
NLA17_ME-10038,1,8/23/2017,NA,0.145336506,-0.837625285,72,1.857332496,1.960616354,0.292392621,3.9,0.591064607,0,0
NLA17_ME-10039,1,7/25/2017,NA,0.123344744,-0.908879353,312,2.494154594,2.076527575,0.317337703,3,0.477121255,0,0
NLA17_ME-10040,1,8/29/2017,NA,0.75480593,-0.122164697,445,2.648360011,4.43650106,0.64704059,6.6,0.819543936,0.111111111,0.01
NLA17_ME-10042,1,7/17/2017,NA,0.3303152,-0.481071441,65,1.812913357,5.13312,0.710381417,2.4,0.380211242,0,0
NLA17_ME-10043,1,7/13/2017,NA,0.043663868,-1.359877792,89,1.949390007,0.849002948,-0.071090802,8,0.903089987,0,0
NLA17_ME-HP001,1,7/25/2017,very natural looking lake - 35 m deep,1.436636,0.157346745,422.93,2.626268492,7.674884,0.88507182,35,1.544068044,0,NA
NLA17_ME-HP002,1,7/26/2017,very natural looking lake,0.591154459,-0.22829902999999999,428.09,2.631535083,4.203744045,0.623636265,8.1,0.908485019,0,NA
NLA17_ME-HP003,1,7/24/2017,Natural looking seepage lake,0.2699732,-0.568679346,158.23,2.199288828,2.344083,0.369972985,8.8,0.944482672,0,NA
NLA17_MI-10001,1,6/5/2017,NA,0.2059036,-0.68633606,269,2.42975228,1.989711,0.298790001,6.5,0.812913357,0,NA
NLA17_MI-10001,2,6/20/2017,NA,0.2059036,-0.68633606,269,2.42975228,1.989711,0.298790001,6.5,0.812913357,0,0
NLA17_MI-10002,1,8/24/2017,Set ORIGIN17 to NATURAL,2.392614,0.37887264,176,2.245512668,18.77735,1.273634301,13.6,1.133538908,0,0
NLA17_MI-10003,1,6/13/2017,NA,1.09073,0.037717258,202,2.305351369,7.760964,0.889915669,8.5,0.929418926,0,NA
NLA17_MI-10004,1,6/2/2017,NA,0.3003727,-0.522339542,285,2.45484486,2.423465,0.384436752,10.75,1.031408464,0,NA
NLA17_MI-10005,1,6/12/2017,NA,1.318145,0.119963187,259,2.413299764,4.469202,0.650229984,4,0.602059991,0,0
NLA17_MI-10006,1,6/1/2017,NA,0.1122241,-0.949913869,298,2.474216264,1.454315,0.162658484,10.6,1.025305865,0,NA
NLA17_MI-10007,1,6/12/2017,Lamberson Dam,1.957959,0.29180359299999997,258,2.411619706,11.53051,1.061848517,13.1,1.117271296,0,0
NLA17_MI-10008,1,7/20/2017,NA,0.5562428,-0.254735597,497,2.696356389,4.034213,0.605758825,18.3,1.26245109,0,NA
NLA17_MI-10009,1,6/14/2017,NA,1.055829,0.023593586,273,2.436162647,7.786971,0.891368557,15.8,1.198657087,0,NA
NLA17_MI-10010,1,7/24/2017,NA,9.576001,0.981184183,181,2.257678575,28.32592,1.452184024,14.1,1.149219113,NA,NA
NLA17_MI-10011,1,6/5/2017,NA,0.2079842,-0.681969656,198,2.29666519,2.059968,0.313860474,3.4,0.531478917,0,NA
NLA17_MI-10011,2,6/20/2017,NA,0.2079842,-0.681969656,198,2.29666519,2.059968,0.313860474,3.6,0.556302501,0,NA
NLA17_MI-10012,1,7/31/2017,"Change HYDROTYPE to DRAINAGE, No evidence of dam.  Might be drainage lake.",0.1056814,-0.976001442,394,2.595496222,1.423225,0.153273564,3.8,0.579783597,0,NA
NLA17_MI-10013,1,6/13/2017,NA,0.5929438,-0.226986468,271,2.432969291,5.744638,0.759262667,15.5,1.190331698,0,NA
NLA17_MI-10014,1,6/20/2017,NA,0.01596552,-1.796816932,455,2.658011397,0.5070615,-0.294939363,26,1.414973348,0,NA
NLA17_MI-10015,1,6/23/2017,NA,10.48973,1.02076431,392,2.593286067,17.13005,1.233758631,5,0.698970004,NA,NA
NLA17_MI-10016,1,8/9/2017,NA,0.2587205,-0.587169158,328,2.515873844,3.043696,0.483401274,20.5,1.311753861,0,NA
NLA17_MI-10017,1,6/21/2017,NA,0.3697648,-0.432074434,248,2.394451681,2.494887,0.39705088,11.2,1.0492180230000001,0,0
NLA17_MI-10018,1,6/27/2017,NA,0.1805137,-0.743489832,552,2.741939078,1.875612,0.273143003,11,1.041392685,0,NA
NLA17_MI-10019,1,7/25/2017,NA,0.5851411,-0.232739396,264,2.421603927,3.30085,0.518625789,28.9,1.460897843,0,NA
NLA17_MI-10023,1,8/8/2017,NA,0.02998007,-1.523167357,339,2.530199698,0.9875836,-0.005426131,2.7,0.431363764,0,NA
NLA17_MI-10025,1,6/23/2017,Change HYDROTYPE to RESERVOIR. No waterbody on topo.,0.01200306,-1.920708023,230,2.361727836,0.494962,-0.305428142,3,0.477121255,0,NA
NLA17_MI-10027,1,7/6/2017,Looks like a dammed stream on topo and image,0.05207287,-1.283388485,339,2.530199698,1.24846,0.096374632,2.4,0.380211242,0,NA
NLA17_MI-10028,1,7/21/2017,NA,0.04728882,-1.325241523,218,2.338456494,0.801782,-0.095943698,1.1,0.041392685,0,NA
NLA17_MI-10029,1,6/27/2017,NA,0.05162526,-1.287137748,263,2.419955749,0.93627,-0.028598892,9.8,0.991226076,0,0
NLA17_MI-10030,1,5/31/2017,NA,0.1948981,-0.710192395,242,2.383815366,2.079566,0.317972708,10.8,1.033423756,0,NA
NLA17_MI-10035,1,8/2/2017,NA,0.02692816,-1.569793321,227,2.356025857,0.8091041,-0.091995598,1,0,0,NA
NLA17_MI-10036,1,8/16/2017,Might be seepage based on elevations around lake.,0.07549107,-1.122104419,528,2.722633923,1.483852,0.171390586,6.5,0.812913357,0,NA
NLA17_MI-10073,1,8/15/2017,NA,0.02114476,-1.67479724,363,2.559906625,0.703087,-0.152990932,2,0.301029996,NA,NA
NLA17_MI-10078,1,6/6/2017,NA,0.1598892,-0.79618087,241,2.382017043,2.595091,0.414152592,5.9,0.770852012,0,NA
NLA17_MI-10083,1,8/23/2017,NA,0.05664574,-1.246832745,376,2.575187845,1.007821,0.003383404,5,0.698970004,0,NA
NLA17_MI-10084,1,6/15/2017,NA,0.06136978,-1.212045434,279,2.445604203,1.30716,0.11632875,8.5,0.929418926,0,NA
NLA17_MI-10087,1,6/8/2017,NA,0.1167944,-0.93257798,291,2.463892989,1.286376,0.109367929,9.7,0.986771734,0,NA
NLA17_MI-10089,1,6/29/2017,NA,0.06010924,-1.221058763,217,2.336459734,1.143246,0.058139691,1,0,0,NA
NLA17_MI-10091,1,6/9/2017,NA,0.09437614,-1.025137789,293,2.46686762,1.44241,0.159088725,1.2,0.079181246,0,NA
NLA17_MI-10092,1,8/24/2017,NA,0.05511459,-1.258733419,225,2.3521825180000002,0.9759716,-0.01056282,5.2,0.716003344,0,NA
NLA17_MI-10094,1,6/7/2017,NA,0.01116156,-1.952275102,269,2.42975228,0.3973789,-0.400795197,1,0,0,NA
NLA17_MI-10095,1,6/1/2017,Change HYDROTYPE to RESERVOIR. No waterbody on topo map.  Likely a gravel pit,0.02242593,-1.649249538,226,2.354108439,0.5596733,-0.252065411,10.2,1.008600172,0,NA
NLA17_MI-10097,1,6/28/2017,NA,0.09893608,-1.004645301,480,2.681241237,1.609957,0.206814277,6.79,0.831869774,0,NA
NLA17_MI-10099,1,6/12/2017,NA,0.02602132,-1.584670676,325,2.511883361,0.6941014,-0.15857708,3.1,0.491361694,NA,NA
NLA17_MI-10110,1,6/6/2017,NA,0.01204155,-1.919317607,241,2.382017043,0.4431182,-0.353480412,7.1,0.851258349,0,NA
NLA17_MI-10115,1,6/22/2017,Appears to be seepage lake on topo and image,0.04002953,-1.397619509,251,2.399673722,0.8277912,-0.082079195,64.6,1.810232518,0,NA
NLA17_MI-10117,1,7/18/2017,HYDROTYPE should be DRAINAGE,0.03820717,-1.417855129,196,2.292256071,0.7692899,-0.113909969,2,0.301029996,0,NA
NLA17_MI-10118,1,6/27/2017,Might be seepage based on elevations around lake.,0.04071797,-1.390213882,312,2.494154594,0.8065523,-0.093367466,8,0.903089987,0,0
NLA17_MI-10121,1,7/19/2017,"Change HYDROTYPE to DRAINAGE, No evidence of dam.  Might be drainage lake",0.0535893,-1.270921916,369,2.567026366,0.9811699,-0.008255783,18.5,1.267171728,0,NA
NLA17_MI-10122,1,6/21/2017,NA,0.01196756,-1.921994386,214,2.330413773,0.457442,-0.339663963,2,0.301029996,0,NA
NLA17_MI-10123,1,6/8/2017,NA,0.05574532,-1.253791587,285,2.45484486,0.9814099,-0.008149565,5,0.698970004,0,NA
NLA17_MI-10127,1,6/22/2017,NA,0.0129767,-1.886835735,254,2.404833717,0.710558,-0.148400467,1.9,0.278753601,0,0
NLA17_MI-10133,1,8/31/2017,NA,0.02718363,-1.56569255,503,2.701567985,0.6333422,-0.198361574,16.5,1.217483944,0,NA
NLA17_MI-10134,1,8/8/2017,Bathymetric map indicates lake name is actually Weeke's Lake and it is a drainage lake,0.05564701,-1.254558166,263,2.419955749,0.9270063,-0.032917314,12.2,1.086359831,NA,NA
NLA17_MI-10141,1,9/14/2017,NA,0.3855807,-0.413884713,512,2.709269961,4.4521,0.648564911,4.8,0.681241237,0,NA
NLA17_MI-HP001,1,6/20/2017,Set ORIGIN17 to NATURAL,0.1483602,-0.82868259,245.55,2.390139939,1.785073,0.251655981,10.7,1.029383778,0,0
NLA17_MN-10001,1,8/1/2017,NA,1.457553,0.163624356,412,2.614897216,12.39141,1.093120727,8.5,0.929418926,0,NA
NLA17_MN-10001,2,8/8/2017,NA,1.457553,0.163624356,412,2.614897216,12.39141,1.093120727,7.6,0.880813592,NA,NA
NLA17_MN-10002,1,7/20/2017,NA,1.866833,0.271105469,300,2.477121255,9.456985,0.9757527,3,0.477121255,0,NA
NLA17_MN-10003,1,9/14/2017,NA,0.7019571,-0.153689429,302,2.480006943,3.994631,0.601476668,1.1,0.041392685,0,NA
NLA17_MN-10004,1,8/9/2017,NA,4.677618,0.670024752,412,2.614897216,13.71376,1.137156545,18.6,1.269512944,0,NA
NLA17_MN-10005,1,7/17/2017,NA,0.3988678,-0.399171022,428,2.631443769,3.563279,0.551849828,6.7,0.826074803,NA,NA
NLA17_MN-10006,1,7/24/2017,NA,0.9163864,-0.037921365,384,2.584331224,5.895504,0.770520938,2.3,0.361727836,0,NA
NLA17_MN-10007,1,7/12/2017,NA,1.053593,0.022672877,401,2.603144373,6.059424,0.782431343,24.3,1.385606274,0,NA
NLA17_MN-10008,1,8/15/2017,NA,0.4206112,-0.376119167,511,2.7084209,3.17293,0.501460491,1.8,0.255272505,0,NA
NLA17_MN-10009,1,8/23/2017,NA,4.2830260000000004,0.631750711,320,2.505149978,9.177586,0.962728463,3.6,0.556302501,0,NA
NLA17_MN-10010,1,7/10/2017,NA,0.6374591,-0.195547675,270,2.431363764,3.791392,0.578798689,9.7,0.986771734,0,NA
NLA17_MN-10011,1,8/8/2017,NA,0.3454004,-0.461677164,405,2.607455023,2.5583,0.407951471,10.4,1.017033339,0,NA
NLA17_MN-10012,1,9/11/2017,NA,7.429581,0.870964322,448,2.651278014,13.78731,1.139479541,5.1,0.707570176,0,NA
NLA17_MN-10014,1,8/15/2017,NA,0.3982474,-0.399847051,347,2.540329475,4.989109,0.698022992,3.1,0.491361694,0,NA
NLA17_MN-10016,1,9/7/2017,NA,0.03956569,-1.402681256,410,2.612783857,0.7719275,-0.112423487,1.8,0.255272505,0,NA
NLA17_MN-10017,1,8/29/2017,Change HYDROTYPE to SEEPAGE.  No waterbody on topo.,0.1355618,-0.867862673,341,2.532754379,1.847086,0.266487117,2.8,0.447158031,0,NA
NLA17_MN-10018,1,8/16/2017,NA,0.1200144,-0.920766642,430,2.633468456,1.522716,0.182618911,4.3,0.633468456,0,NA
NLA17_MN-10019,1,8/7/2017,NA,0.02691891,-1.56994253,403,2.605305046,0.6287219,-0.201541412,4,0.602059991,0,NA
NLA17_MN-10020,1,9/6/2017,NA,0.1091832,-0.961844181,434,2.63748973,1.377208,0.138999537,6.1,0.785329835,0,NA
NLA17_MN-10021,1,7/10/2017,NA,1.413298,0.150233744,278,2.444044796,8.211045,0.914398432,4.1,0.612783857,0,NA
NLA17_MN-10022,1,8/31/2017,NA,0.1957985,-0.70819064,307,2.487138376,1.728051,0.237556556,17.8,1.250420002,0,NA
NLA17_MN-10023,1,9/13/2017,NA,0.215438,-0.666677691,383,2.583198774,2.478593,0.394205219,3.8,0.579783597,0,NA
NLA17_MN-10025,1,7/12/2017,NA,1.068276,0.028683472,395,2.596597096,4.375987,0.641076023,5.8,0.763427994,0,0
NLA17_MN-10026,1,7/19/2017,Lake name should be Somers Lake,1.797968,0.254781958,311,2.492760389,10.565,1.023869501,5.6,0.748188027,NA,NA
NLA17_MN-10027,1,8/8/2017,NA,0.930703,-0.031188886,364,2.561101384,5.405218,0.732813214,8.8,0.944482672,0,NA
NLA17_MN-10028,1,8/22/2017,NA,0.1386166,-0.858184758,442,2.645422269,2.228087,0.347932145,14,1.146128036,0,NA
NLA17_MN-10030,1,8/30/2017,Coordinates are on Double Lake,0.4982318,-0.302568557,412,2.614897216,3.054035,0.48487401,2.4,0.380211242,0,NA
NLA17_MN-10032,1,9/7/2017,NA,0.05558272,-1.255060204,379,2.57863921,1.105743,0.043654199,1.5,0.176091259,5.9375,0.4875
NLA17_MN-10033,1,7/31/2017,NA,0.06264025,-1.203146518,476,2.677606953,1.187456,0.074617526,7.5,0.875061263,0,NA
NLA17_MN-10034,1,9/12/2017,NA,0.1427343,-0.84547165,409,2.611723308,1.868088,0.271397331,1.5,0.176091259,0,NA
NLA17_MN-10037,1,9/11/2017,NA,0.2122265,-0.673200388,359,2.555094449,2.003347,0.30175618,5,0.698970004,0,NA
NLA17_MN-10038,1,7/10/2017,NA,0.3391452,-0.469614325,394,2.595496222,2.712844,0.433424821,2.3,0.361727836,0,0
NLA17_MN-10042,1,8/7/2017,NA,0.04851376,-1.314135065,327,2.514547753,1.20621,0.081422925,2.6,0.414973348,0,NA
NLA17_MN-10044,1,8/24/2017,NA,0.1626863,-0.788649018,394,2.595496222,1.642119,0.215404626,3.4,0.531478917,0,NA
NLA17_MN-10045,1,9/5/2017,Map and image say Carman Lake,0.4700907,-0.327818341,452,2.655138435,4.519761,0.65511547,5.5,0.74036269,0,NA
NLA17_MN-10046,1,7/25/2017,NA,3.043627,0.483391428,362,2.558708571,7.262336,0.861076338,6.5,0.812913357,0,NA
NLA17_MN-10047,1,7/25/2017,NA,0.09634322,-1.016178843,358,2.553883027,1.278003,0.106531873,4.8,0.681241237,0,NA
NLA17_MN-10048,1,8/14/2017,Might be seepage lake based on elevations,0.3005762,-0.52204541,420,2.62324929,3.239473,0.510474365,16.2,1.209515015,0,NA
NLA17_MN-10049,1,8/1/2017,NA,0.132689,-0.877165079,434,2.63748973,1.446823,0.160415404,1.7,0.230448921,NA,NA
NLA17_MN-10159,1,7/25/2017,NA,0.8762312,-0.057381287,587,2.768638101,8.991054,0.953810606,7.317,0.864333055,0,NA
NLA17_MN-10159,2,8/15/2017,NA,0.8762312,-0.057381287,587,2.768638101,8.991054,0.953810606,8.2,0.913813852,0,NA
NLA17_MN-10161,1,7/24/2017,NA,0.5722322,-0.242427708,343,2.53529412,3.53378,0.548239509,8.5,0.929418926,0,NA
NLA17_MN-10179,1,8/2/2017,NA,0.2270285,-0.64391962,471,2.673020907,2.692189,0.430105545,1.8,0.255272505,0,NA
NLA17_MN-10180,1,8/28/2017,NA,0.3486465,-0.45761469,441,2.64443859,3.35529,0.525730063,1.8,0.255272505,0,NA
NLA17_MN-10183,1,8/21/2017,NA,0.206596,-0.684878091,352,2.546542664,1.718659,0.235189717,3.4,0.531478917,0,NA
NLA17_MN-10187,1,7/11/2017,NA,0.4395332,-0.357008315,398,2.599883072,3.331032,0.522578805,9.4,0.973127854,0,NA
NLA17_MN-10188,1,8/24/2017,NA,0.1497833,-0.824536605,297,2.472756449,1.647529,0.216833068,1.3,0.113943352,0,NA
NLA17_MN-10189,1,7/19/2017,NA,0.2439685,-0.612666244,401,2.603144373,2.423919,0.384518103,7.1,0.851258349,0,NA
NLA17_MN-10191,1,9/6/2017,NA,0.6072837,-0.216608376,443,2.646403726,3.775096,0.576928,3.4,0.531478917,0,NA
NLA17_MN-10192,1,8/22/2017,NA,0.4278567,-0.368701663,336,2.526339277,4.426128,0.646023969,1,0,0,NA
NLA17_MN-10193,1,8/9/2017,NA,0.03508788,-1.454842871,385,2.58546073,0.722047,-0.141434532,2.1,0.322219295,0,NA
NLA17_MN-10194,1,8/15/2017,NA,0.1249317,-0.90332735,413,2.615950052,1.421826,0.152846452,15.8,1.198657087,0,NA
NLA17_MN-10842,1,9/13/2017,headwaters of Mississippi R.,1.130402,0.053232917,448,2.651278014,4.630228,0.665602377,29.4,1.46834733,0,0
NLA17_MN-HP002,1,9/12/2017,Seepage lake just S of Red Lake MN,0.247765,-0.605960043,371.33,2.569760038,1.955897,0.291345981,18.1,1.257678575,0,0
NLA17_MN-HP003,1,7/11/2017,Natural headwater drainage lake,0.2579552,-0.588455713,401.94,2.604161228,2.040329,0.309700202,23.8,1.376576957,0,0
NLA17_MN-HP004,1,7/13/2017,Small isolated seepage lake in remote Lake rich district,0.02772435,-1.557138627,426.6,2.630020851,0.9545971,-0.020179889,6.4,0.806179974,0,0
NLA17_MO-10001,1,6/15/2017,NA,0.1175486,-0.929782539,253,2.403120521,1.713914,0.233989026,3.1,0.491361694,0,NA
NLA17_MO-10001,2,8/31/2017,NA,0.1175486,-0.929782539,253,2.403120521,1.713914,0.233989026,3.4,0.531478917,0,0
NLA17_MO-10002,1,7/27/2017,NA,30.08069,1.478287794,262,2.418301291,176.1627,2.245913958,6,0.77815125,0,0
NLA17_MO-10003,1,8/1/2017,NA,1.149875,0.060650632,268,2.428134794,11.18572,1.048663944,5.9,0.770852012,0,0
NLA17_MO-10004,1,8/2/2017,NA,33.71815,1.527863738,255,2.40654018,188.0909,2.274367785,19.2,1.283301229,0,0
NLA17_MO-10005,1,8/8/2017,NA,0.7064731,-0.15090437,323,2.509202522,6.050109,0.781763199,7.8,0.892094603,0,0
NLA17_MO-10006,1,7/13/2017,NA,0.2127236,-0.672184326,324,2.51054501,2.354499,0.37189851,5.4,0.73239376,0.4,NA
NLA17_MO-10006,2,8/9/2017,NA,0.2127236,-0.672184326,324,2.51054501,2.354499,0.37189851,4.8,0.681241237,NA,0
NLA17_MO-10007,1,7/11/2017,NA,0.2665855,-0.574163476,241,2.382017043,3.423125,0.534422758,5.1,0.707570176,0,0
NLA17_MO-10008,1,6/21/2017,NA,0.02482681,-1.605079079,250,2.397940009,0.680139,-0.167402321,3.8,0.579783597,NA,0
NLA17_MO-10009,1,9/12/2017,NA,0.02278851,-1.64228407,136,2.133538908,0.6561573,-0.182992035,4.8,0.681241237,0,0
NLA17_MO-10010,1,7/6/2017,NA,0.01027374,-1.988271429,343,2.53529412,0.428446,-0.368103907,3,0.477121255,0,0
