UID,PUBLICATION_DATE,SITE_ID,VISIT_NO,DATE_COL,SITESAMP,UNIQUE_ID,STUDY,AG_ECO3,AG_ECO3_NM,AG_ECO9,AG_ECO9_NM,AREA_CAT6,AREA_HA,BORD_LAKE,CNTYNAME,COMID,DES_FTYPE,ELEVATION,EPA_REG,EVAL_CAT,FCODE,FEOW_ID,FRAME07,FRAME12,FRAME17,FRAME17_ID,FS_EW,FTYPE,GNIS_ID,GNIS_NAME,HUC2,HUC2_NM,HUC8,HUC8_NM,LAKE_ORGN,LAT_DD83,LON_DD83,MAJ_BAS_NM,MAJ_BASIN,NA_L1CODE,NA_L1NAME,NA_L2CODE,NA_L2NAME,NARS_NAME,NES_LAKE,NESLAKE_ID,NESSTORET,OWN_NARS,PANEL_RVST,PANEL_SOT,PANEL_USE,PANEL_WGT,PERIM_KM,PROB_CAT,PSTL_CODE,REACHCODE,SF_ST_ID,SITETYPE,SOURCE,STATE_NM,STATE_PCT,STATECTY,STRATUM,TNT_CAT,URBN_NLA07,URBN_NLA17,US_L3CODE,US_L3NAME,US_L4CODE,US_L4NAME,WGT_CAT,WGT_TP_EXTENT,XCOORD,YCOORD,WGT_TP_CORE,INDEX_NLA,RT_NLA17,RT_NLA17_BENT,RT_NLA17_ZOOP
2010709,4/19/2021,NLA17_MN-10004,1,8/9/2017,Y,NLA_MN-10076,NLA,PLNLOW,Plains and Lowlands,UMW,Upper Midwest,>50,467.7618,Not_Border,Douglas,4966619,Lake/Pond: Hydrographic Category = Perennial,412,Region_05,Target_Sampled,39004,148,Include,Include,Include,143320,Not_USFS,LakePond,642641,Lake Darling,H07,Upper Mississippi Region,H05140203,Long Prairie,NATURAL,45.91673,-95.39661,Upper Mississippi Region,H07,8,EASTERN TEMPERATE FORESTS,8.1,MIXED WOOD PLAINS,Lake Darling,NESLake,27B4,27B4,Private,NLA_07_12_17,NLA_07_12_17,NLA17_07RVT,NLA17_07_TSS,13.71376,MN_Equal,MN,R07010108001082,None,PROB,NLA2012Frame Only,Minnesota,100,F27041,MN,Target,Urban,Urban,51,North Central Hardwood Forests,51j,Alexandria Moraines and Detroit Lakes Outwash Plain,UMW_>50,6.982248178,46865.56768,940979.3225,6.999167,Y,T,T,T
2010710,4/19/2021,NLA17_MO-10006,2,8/9/2017,Y,NLA_MO-10044,NLA,EHIGH,Eastern Highlands,SAP,Southern Appalachians,"(20,50]",21.27236,Not_Border,Howell,7557711,Lake/Pond: Hydrographic Category = Perennial,324,Region_07,Target_Sampled,39004,147,Include,Include,Include,299688,Not_USFS,LakePond,763685,Arrow Head Lake,H11,Arkansas-Red-White Region,H11010010,Spring,MAN_MADE,36.65984,-91.88282,Arkansas-White-Red Region,H11,8,EASTERN TEMPERATE FORESTS,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,Arrow Head Lake,Not_NES,NotNES,Not_NES,Private,NLA_NO_12_17,NLA_NO_12_17,NLA17_12RVT2,NLA17_12_TSS,2.354499,Equal,MO,R11010010001623,None,PROB,NLA2012Frame Only,Missouri,100,F29091,MO,Target,Non-Urban,Non-Urban,39,Ozark Highlands,39d,Central Plateau,"SAP_(20,50]",62.00026584,364509.9992,-86244.40004,68.85277,N,S,S,S
2010711,4/19/2021,NLA17_MT-10011,1,8/9/2017,Y,NLA_MT-10136,NLA,WMTNS,West,WMT,Western Mountains,>50,684.4518,Not_Border,Flathead,22953957,Lake/Pond: Hydrographic Category = Perennial,1222,Region_08,Target_Sampled,39004,120,Include,Include,Include,362125,Not_USFS,LakePond,785762,Kintla Lake,H17,Pacific Northwest Region,H17010206,North Fork Flathead,NATURAL,48.95316,-114.3227,Pacific Northwest Region,H17,6,NORTHWESTERN FORESTED MOUNTAINS,6.2,WESTERN CORDILLERA,Kintla Lake,Not_NES,NotNES,Not_NES,NPS,NLA_NO_12_17,NLA_NO_12_17,NLA17_12RVT,NLA17_12_TSS,19.46117,Equal,MT,R17010206001083,None,PROB,NLA2012Frame Only,Montana,100,F30029,MT,Target,Non-Urban,Non-Urban,41,Canadian Rockies,41c,Western Canadian Rockies,WMT_>50,79.94830779,-1350063.258,1406843.497,83.41025,Y,?,?,?
2010712,4/19/2021,NLA17_GA-10039,1,8/9/2017,Y,NLA_GA-10076,NLA,EHIGH,Eastern Highlands,SAP,Southern Appalachians,"(10,20]",16.24394,Not_Border,Carroll,3284084,Lake/Pond: Hydrographic Category = Perennial,316,Region_04,Target_Sampled,39004,155,Include,Include,Include,71416,Not_USFS,LakePond,316755,Legion Lake,H03,South Atlantic Region,H03130002,Middle Chattahoochee-Lake Harding,MAN_MADE,33.79051,-84.94634,South-Atlantic Region,H03,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,Legion Lake,Not_NES,NotNES,Not_NES,Private,NLA_NO_NO_17,NLA_NO_NO_17,NLA17_17_OverSamp,NLA17_17,2.346297,"(10,20]",GA,R03130002004144,None,PROB,NLA2012Frame Only,Georgia,100,F13045,GA,Target,Urban,Urban,45,Piedmont,45a,Southern Inner Piedmont,"SAP_(10,20]",33.17388494,1013985.538,-356182.0915,46.5999,Y,S,S,S
2010713,4/19/2021,NLA17_MS-10004,1,8/9/2017,Y,NLA_MS-10010,NLA,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,>50,77.48475,Not_Border,Humphreys,19225145,Lake/Pond: Hydrographic Category = Perennial,32,Region_04,Target_Sampled,39004,149,Include,Include,Include,214220,Not_USFS,LakePond,0,None,H08,Lower Mississippi Region,H09030001,Upper Yazoo,NATURAL,33.14568,-90.3549,Lower Mississippi Region,H08,8,EASTERN TEMPERATE FORESTS,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,None,Not_NES,NotNES,Not_NES,Private,NLA_07_12_17,NLA_07_12_17,NLA17_07RVT,NLA17_07_TSS,6.023183,Equal,MS,R08030206015274,None,PROB,NLA2012Frame Only,Mississippi,100,F28053,MS,Target,Non-Urban,Non-Urban,73,Mississippi Alluvial Plain,73a,Northern Holocene Meander Belts,CPL_>50,23.24845854,522981.5246,-471694.823,28.5973,Y,S,S,B
2010714,4/19/2021,NLA17_AR-10021,1,8/10/2017,Y,NLA_AR-10043,NLA,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,"(10,20]",18.19036,Not_Border,Little River,9541707,Lake/Pond: Hydrographic Category = Perennial,88,Region_06,Target_Sampled,39004,145,Include,Include,Include,309882,Not_USFS,LakePond,0,None,H11,Arkansas-Red-White Region,H11140106,Pecan-Waterhole,MAN_MADE,33.63998,-94.14226,Arkansas-White-Red Region,H11,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,None,Not_NES,NotNES,Not_NES,Private,NLA_NO_NO_17,NLA_NO_NO_17,NLA17_17_OverSamp,NLA17_17,3.663826,"(10,20]",AR,R11140106001694,None,PROB,NLA2012Frame Only,Arkansas,100,F05081,AR,Target,Urban,Urban,35,South Central Plains,35c,Pleistocene Fluvial Terraces,"CPL_(10,20]",10.74919914,171118.7908,-430362.9571,16.60976,Y,T,T,T
2010715,4/19/2021,NLA17_RI-10010,2,8/10/2017,Y,NLA_RI-10052,NLA,EHIGH,Eastern Highlands,NAP,Northern Appalachians,"(4,10]",4.977113,Not_Border,Washington,6140550,Lake/Pond: Hydrographic Category = Perennial,33,Region_01,Target_Sampled,39004,118,Include,Include,Include,9434,Not_USFS,LakePond,1217804,Peace Dale Reservoir,H01,New England Region,H01090005,Pawcatuck-Wood,MAN_MADE,41.45032,-71.51382,New England Region,H01,8,EASTERN TEMPERATE FORESTS,8.1,MIXED WOOD PLAINS,Peace Dale Reservoir,Not_NES,NotNES,Not_NES,Private,NLA_NO_12_17,NLA_NO_12_17,NLA17_12RVT_OverSamp,NLA17_12_TSS,0.886778,Equal,RI,R01090005000586,None,PROB,NLA2012Frame Only,Rhode Island,100,F44009,RI,Target,Urban,Urban,59,Northeastern Coastal Zone,59g,Long Island Sound Coastal Lowland,"NAP_(4,10]",33.9796927,2007844.522,702729.2783,62.61301,N,T,T,T
2010716,4/19/2021,NLA17_NC-10002,1,8/10/2017,Y,NLA_NC-10005,NLA,EHIGH,Eastern Highlands,SAP,Southern Appalachians,>50,640.0303,Not_Border,Macon,19735013,Lake/Pond: Hydrographic Category = Perennial,916,Region_04,Target_Sampled,39004,152,Include,Include,Include,143423,East,LakePond,990860,Nantahala Lake,H06,Tennessee Region,H07010102,Upper Little Tennessee,MAN_MADE,35.1811,-83.67998,Ohio-Tennessee Region,H05_06,8,EASTERN TEMPERATE FORESTS,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,Nantahala Lake,Not_NES,NotNES,Not_NES,USFS,NLA_07_12_17,NLA_07_12_17,NLA17_07RVT,NLA17_07_TSS,45.14523,Equal,NC,R06010202000889,None,PROB,NLA2012Frame Only,North Carolina,100,F37113,NC,Target,Non-Urban,Non-Urban,66,Blue Ridge,66g,Southern Metasedimentary Mountains,SAP_>50,19.4230394,1109432.604,-187707.3616,19.89751,Y,S,S,S
2010717,4/19/2021,NLA17_PA-10006,2,8/10/2017,Y,NLA_PA-10030,NLA,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,>50,397.2059,Not_Border,Bucks,4480397,Lake/Pond: Hydrographic Category = Perennial,2,Region_03,Target_Sampled,39004,118,Include,Include,Include,32911,Not_USFS,LakePond,0,None,H02,Mid-Atlantic Region,H02040201,Crosswicks-Neshaminy,NATURAL,40.15586,-74.78839,Mid-Atlantic Region,H02,8,EASTERN TEMPERATE FORESTS,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,None,Not_NES,NotNES,Not_NES,Private,NLA_NO_12_17,NLA_NO_12_17,NLA17_12RVT2,NLA17_12_TSS,17.36178,Equal,PA,R02040201000862,None,PROB,NLA2012Frame Only,Pennsylvania,100,F42017,PA,Target,Urban,Urban,63,Middle Atlantic Coastal Plain,63a,Delaware River Terraces and Uplands,CPL_>50,81.82374016,1776249.767,496712.6422,100.6492,N,S,S,S
2010718,4/19/2021,NLA17_MT-10022,1,8/10/2017,Y,NLA_MT-10183,NLA,WMTNS,West,WMT,Western Mountains,>50,60.1223,Not_Border,Lincoln,22887131,Lake/Pond: Hydrographic Category = Perennial,956,Region_08,Target_Sampled,39004,120,Include,Include,Include,357154,Not_USFS,LakePond,783687,Frank Lake,H17,Pacific Northwest Region,H17010101,Middle Kootenai,NATURAL,48.7969,-115.0004,Pacific Northwest Region,H17,6,NORTHWESTERN FORESTED MOUNTAINS,6.2,WESTERN CORDILLERA,Frank Lake,Not_NES,NotNES,Not_NES,Private,NLA_NO_NO_17,NLA_NO_NO_17,NLA17_17,NLA17_17,6.681585,>50,MT,R17010101002195,None,PROB,NLA2012Frame Only,Montana,100,F30053,MT,Target,Non-Urban,Non-Urban,15,Northern Rockies,15t,Stillwater-Swan Wooded Valley,WMT_>50,46.05433985,-1402753.344,1399816.866,48.0486,Y,T,T,T
2010720,4/19/2021,NLA17_ND-10081,1,8/10/2017,Y,NLA_ND-10178,NLA,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,"(1,4]",2.002859,Not_Border,Burke,144443372,Lake/Pond: Hydrographic Category = Perennial,602,Region_08,Target_Sampled,39004,109,Exclude,Exclude,Include,435792,Not_USFS,LakePond,0,None,H09,Souris-Red-Rainy Region,H10130101,Headwaters Souris River,MAN_MADE,48.85075,-102.8405,Souris-Red-Rainy Region,H09,9,GREAT PLAINS,9.2,TEMPERATE PRAIRIES,None,Not_NES,NotNES,Not_NES,Private,NLA_NO_NO_17,NLA_NO_NO_17,NLA17_17_OverSamp,NLA17_17,1.12125,"(1,4]",ND,R09010001013769,None,PROB,NHD High Res Lake Snapshot Only,North Dakota,100,F38013,ND,Target,Non-Urban,Non-Urban,46,Northern Glaciated Plains,46h,Northern Dark Brown Prairie,"TPL_HIR_(1,4]",126.9177201,-507533.2314,1283311.675,207.5404,Y,T,T,T
2010721,4/19/2021,NLA17_TN-10006,1,8/11/2017,Y,NLA_TN-10002,NLA,EHIGH,Eastern Highlands,SAP,Southern Appalachians,>50,2872.116,Not_Border,Marion,166997574,Lake/Pond: Hydrographic Category = Perennial,193,Region_04,Target_Sampled,39004,152,Include,Include,Include,122697,Not_USFS,LakePond,1281855,Cummings Lake,H06,Tennessee Region,H05140206,Middle Tennessee-Chickamauga,MAN_MADE,35.00558,-85.58884,Ohio-Tennessee Region,H05_06,8,EASTERN TEMPERATE FORESTS,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,Cummings Lake,NESLake,4717,4717,Other Fed,NLA_07_NO_17,NLA_NO_NO_17,NLA17_17,NLA17_17,123.6994,>50,TN,R06020001015006,None,PROB,NLA2012Frame Only,Tennessee,100,F47115,TN,Target,Urban,Urban,68,Southwestern Appalachians,68b,Sequatchie Valley,SAP_>50,7.952879819,940436.5321,-227795.7962,8.147154,Y,S,S,B
2010722,4/19/2021,NLA17_CO-10058,1,8/11/2017,Y,NLA_CO-10106,NLA,PLNLOW,Plains and Lowlands,SPL,Southern Plains,"(4,10]",7.452775,Not_Border,Adams,229047,Lake/Pond: Hydrographic Category = Perennial,1548,Region_08,Target_Sampled,39004,143,Include,Include,Include,266768,Not_USFS,LakePond,0,None,H10,Missouri Region,H10190003,Middle South Platte-Cherry Creek,MAN_MADE,39.84271,-104.9461,Missouri Region,H10,9,GREAT PLAINS,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,None,Not_NES,NotNES,Not_NES,Local Government,NLA_NO_NO_17,NLA_NO_NO_17,NLA17_17_OverSamp,NLA17_17,1.493545,"(4,10]",CO,R10190003002160,None,PROB,NLA2012Frame Only,Colorado,100,F08001,CO,Target,Urban,Urban,25,High Plains,25d,Flat to Rolling Plains,"SPL_(4,10]",30.44282222,-757581.5582,298251.2785,78.33602,Y,T,T,T
2010723,4/19/2021,NLA17_MT-10023,1,8/13/2017,Y,NLA_MT-10184,NLA,WMTNS,West,WMT,Western Mountains,"(4,10]",4.036835,Not_Border,Powell,22927448,Lake/Pond: Hydrographic Category = Perennial,1215,Region_08,Target_Sampled,39004,121,Include,Include,Include,357645,Not_USFS,LakePond,0,None,H17,Pacific Northwest Region,H17010203,Blackfoot,NATURAL,47.04,-113.2371,Pacific Northwest Region,H17,6,NORTHWESTERN FORESTED MOUNTAINS,6.2,WESTERN CORDILLERA,None,Not_NES,NotNES,Not_NES,Private,NLA_NO_NO_17,NLA_NO_NO_17,NLA17_17,NLA17_17,0.8347663,"(4,10]",MT,R17010203003690,None,PROB,NLA2012Frame Only,Montana,100,F30077,MT,Target,Non-Urban,Non-Urban,17,Middle Rockies,17p,Foothill Potholes,"WMT_(4,10]",42.23460555,-1309035.158,1184373.343,95.42666,Y,T,T,T
2010724,4/19/2021,NLA17_WY-10001,1,8/13/2017,Y,NLA_WY-10039,NLA,WMTNS,West,XER,Xeric,"(10,20]",16.7705,Not_Border,Park,4268384,Lake/Pond: Hydrographic Category = Perennial,1473,Region_08,Target_Sampled,39004,142,Include,Include,Include,268462,Not_USFS,LakePond,1600356,Hogan Reservoir,H10,Missouri Region,H10070006,Clarks Fork Yellowstone,MAN_MADE,44.78761,-109.2607,Missouri Region,H10,10,NORTH AMERICAN DESERTS,10.1,COLD DESERTS,Hogan Reservoir,Not_NES,NotNES,Not_NES,BLM,NLA_07_12_17,NLA_07_12_17,NLA17_07RVT2,NLA17_07_TSS,2.087378,Equal,WY,R10070006003857,None,PROB,NLA2012Frame Only,Wyoming,100,F56029,WY,Target,Non-Urban,Non-Urban,18,Wyoming Basin,18b,Bighorn Basin,"XER_(10,20]",212.095493,-1044092.448,888257.7477,248.2484,Y,S,S,S
2010725,4/19/2021,NLA17_NY-10003,1,8/13/2017,Y,NLA_NY-10033,NLA,EHIGH,Eastern Highlands,NAP,Northern Appalachians,"(4,10]",4.458109,Not_Border,Hamilton,22295338,Lake/Pond: Hydrographic Category = Perennial,576,Region_02,Target_Sampled,39004,118,Include,Include,Include,14231,Not_USFS,LakePond,944920,Brown Lake,H02,Mid-Atlantic Region,H02020002,Sacandaga,NATURAL,43.24237,-74.49102,Mid-Atlantic Region,H02,5,NORTHERN FORESTS,5.3,ATLANTIC HIGHLANDS,Brown Lake,Not_NES,NotNES,Not_NES,State,NLA_NO_12_17,NLA_NO_12_17,NLA17_12RVT2,NLA17_12_TSS,0.9902884,Equal,NY,R02020002001236,UH_P268,PROB,NLA2012Frame Only,New York,100,F36041,NY,Target,Non-Urban,Non-Urban,58,Northeastern Highlands,58aa,Acid Sensitive Adirondacks,"NAP_(4,10]",436.3538271,1723233.901,838833.8546,804.0517,Y,R,R,R
2010726,4/19/2021,NLA17_AL-10002,1,8/14/2017,Y,NLA_AL-10037,NLA,EHIGH,Eastern Highlands,SAP,Southern Appalachians,>50,10363.26,Not_Border,Talladega,166759059,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,141,Region_04,Target_Sampled,39009,153,Include,Include,Include,106721,Not_USFS,LakePond,0,None,H03,South Atlantic Region,H04120104,Middle Coosa,MAN_MADE,33.67333,-86.16453,South-Atlantic Region,H03,8,EASTERN TEMPERATE FORESTS,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,None,Not_NES,NotNES,Not_NES,Non-Governmental Organization,NLA_07_12_17,NLA_07_12_17,NLA17_07RVT,NLA17_07_TSS,688.4591,Equal,AL,R03150106014664,None,PROB,NLA2012Frame Only,Alabama,100,F01121,AL,Target,Urban,Urban,67,Ridge and Valley,67g,Southern Shale Valleys,SAP_>50,15.92733753,904013.8993,-381487.7956,16.31641,Y,?,?,B
2010727,4/19/2021,NLA17_CT-10004,1,8/14/2017,Y,NLA_CT-10001,NLA,EHIGH,Eastern Highlands,NAP,Northern Appalachians,>50,56.19967,Not_Border,Litchfield,7711476,Lake/Pond: Hydrographic Category = Perennial,198,Region_01,Target_Sampled,39004,118,Include,Include,Include,18961,Not_USFS,LakePond,209057,Morris Reservoir,H01,New England Region,H01100005,Housatonic,MAN_MADE,41.67757,-73.1447,New England Region,H01,8,EASTERN TEMPERATE FORESTS,8.1,MIXED WOOD PLAINS,Morris Reservoir,Not_NES,NotNES,Not_NES,Private,NLA_07_12_17,NLA_07_12_17,NLA17_07RVT,NLA17_07_TSS,5.8370050000000004,Equal,CT,R01100005003028,None,PROB,NLA2012Frame Only,Connecticut,100,F09005,CT,Target,Urban,Urban,59,Northeastern Coastal Zone,59c,Southern New England Coastal Plains and Hills,NAP_>50,13.89989526,1870739.408,694096.8795,14.46777,Y,R,R,R
2010728,4/19/2021,NLA17_TX-10009,1,8/10/2017,Y,NLA_TX-10120,NLA,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,>50,214.6029,Not_Border,Shelby,1157071,Lake/Pond: Hydrographic Category = Perennial,94,Region_06,Target_Sampled,39004,141,Include,Include,Include,378621,Not_USFS,LakePond,1862822,Pinkston Reservoir,H12,Texas Region,H12020005,Lower Angelina,MAN_MADE,31.70945,-94.35483,Rio Grande-Texas-Gulf Region,H12_13,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,Pinkston Reservoir,Not_NES,NotNES,Not_NES,Private,NLA_NO_12_17,NLA_NO_12_17,NLA17_12RVT,NLA17_12_TSS,19.74274,Equal,TX,R12020005000984,None,PROB,NLA2012Frame Only,Texas,100,F48419,TX,Target,Non-Urban,Non-Urban,35,South Central Plains,35a,Tertiary Uplands,CPL_>50,87.41245344,155268.3422,-646024.8108,107.5237,Y,S,S,B
2010729,4/19/2021,NLA17_DE-10001,2,8/14/2017,Y,NLA_DE-10002,NLA,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,>50,65.47475,Not_Border,New Castle,4652598,Lake/Pond: Hydrographic Category = Perennial,1,Region_03,Target_Sampled,39004,118,Include,Include,Include,32757,Not_USFS,LakePond,0,None,H02,Mid-Atlantic Region,H02040205,Brandywine-Christina,MAN_MADE,39.42401,-75.68735,Mid-Atlantic Region,H02,8,EASTERN TEMPERATE FORESTS,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,Noxontown Pond,NESLake,1007,1007,Private,NLA_07_12_17,NLA_07_12_17,NLA17_07RVT2,NLA17_07_TSS,9.836267,Equal,DE,R02040205001235,None,PROB,NLA2012Frame Only,Delaware,100,F10003,DE,Target,Urban,Urban,63,Middle Atlantic Coastal Plain,63f,Delmarva Uplands,CPL_>50,3.021109323,1719542.736,400118.5017,3.716185,N,S,S,S
2010730,4/19/2021,NLA17_ID-HP002,1,8/14/2017,Y,NLA_ID-10003,NLA,WMTNS,West,WMT,Western Mountains,>50,79.1031,Not_Border,Custer,23491283,Lake/Pond: Hydrographic Category = Perennial,2158.25,Region_10,Target_Sampled,39004,121,Include,Include,Include,364015,West,LakePond,0,None,H17,Pacific Northwest Region,H17060201,Upper Salmon,NATURAL,44.000621,-114.875721,Pacific Northwest Region,H17,6,NORTHWESTERN FORESTED MOUNTAINS,6.2,WESTERN CORDILLERA,None,Not_NES,NotNES,Not_NES,USFS,NLA_07_NO_17,HAND,HAND,HAND,4.863906,None,ID,R17060201002972,None,HAND,NLA2012Frame Only,Idaho,100,F16037,None,Target,Non-Urban,Non-Urban,16,Idaho Batholith,16g,High Glacial Drift-Filled Valleys,None,0,-1498548.565,876916.4565,0,Y,R,R,R
2010731,4/19/2021,NLA17_MA-10004,2,8/14/2017,Y,NLA_MA-10017,NLA,EHIGH,Eastern Highlands,NAP,Northern Appalachians,>50,138.4086,Not_Border,Worcester,9343025,Lake/Pond: Hydrographic Category = Perennial,194,Region_01,Target_Sampled,39004,118,Include,Include,Include,9076,Not_USFS,LakePond,617920,Tully Lake,H01,New England Region,H01080202,Miller,MAN_MADE,42.64691,-72.2185,New England Region,H01,5,NORTHERN FORESTS,5.3,ATLANTIC HIGHLANDS,Tully Lake,Not_NES,NotNES,Not_NES,Private,NLA_NO_12_17,NLA_NO_12_17,NLA17_12RVT2,NLA17_12_TSS,16.01302,Equal,MA,R01080202000560,None,PROB,NLA2012Frame Only,Massachusetts,100,F25027,MA,Target,Urban,Urban,58,Northeastern Highlands,58g,Worchester/Monadnock Plateau,NAP_>50,104.2348226,1918146.193,817724.5274,108.4933,N,S,S,S
2010732,4/19/2021,NLA17_WI-HP004,1,8/14/2017,Y,NLA_WI-10045,NLA,PLNLOW,Plains and Lowlands,UMW,Upper Midwest,"(4,10]",9.483054,Not_Border,Vilas,13344010,Lake/Pond: Hydrographic Category = Perennial,490.75,Region_05,Target_Sampled,39004,148,Include,Include,Include,141749,Not_USFS,LakePond,1577123,Zee Lake,H07,Upper Mississippi Region,H07050001,Upper Chippewa,NATURAL,46.05021865,-89.86417404,Upper Mississippi Region,H07,5,NORTHERN FORESTS,5.2,MIXED WOOD SHIELD,None,Not_NES,NotNES,Not_NES,Private,NLA_NO_12_17,HAND,HAND,HAND,1.811804,None,WI,R07050002001502,None,HAND,NLA2012Frame Only,Wisconsin,100,F55125,None,Target,Non-Urban,Non-Urban,50,Northern Lakes and Forests,50i,Northern Wisconsin Highlands Lakes Country,None,0,475288.4732,970996.3917,0,Y,R,R,R
2010733,4/19/2021,NLA17_IN-10141,1,8/14/2017,Y,NLA_IN-10237,NLA,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,"(4,10]",8.635861,Not_Border,Lake,3397968,Lake/Pond: Hydrographic Category = Perennial,181,Region_05,Target_Sampled,39004,116,Include,Include,Include,94754,Not_USFS,LakePond,0,None,H04,Great Lakes Region,H04040001,Little Calumet-Galien,MAN_MADE,41.56149,-87.30418,Great Lakes Region,H04,8,EASTERN TEMPERATE FORESTS,8.2,CENTRAL USA PLAINS,None,Not_NES,NotNES,Not_NES,Private,NLA_NO_NO_17,NLA_NO_NO_17,NLA17_17_OverSamp,NLA17_17,1.645935,"(4,10]",IN,R04040001001147,None,PROB,NLA2012Frame Only,Indiana,100,F18089,IN,Target,Urban,Urban,54,Central Corn Belt Plains,54b,Chicago Lake Plain,"TPL_(4,10]",34.64071731,718857.9265,487973.0362,69.27631,Y,S,S,S
2010734,4/19/2021,NLA17_ME-10004,1,8/14/2017,Y,NLA_ME-10029,NLA,EHIGH,Eastern Highlands,NAP,Northern Appalachians,"(20,50]",47.27535,Not_Border,Piscataquis,166421038,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,271,Region_01,Target_Sampled,39009,118,Include,Include,Include,9167,Not_USFS,LakePond,568435,Hudson Pond,H01,New England Region,H01020002,East Branch Penobscot,NATURAL,46.16806,-69.00125,New England Region,H01,5,NORTHERN FORESTS,5.3,ATLANTIC HIGHLANDS,Hudson Pond,Not_NES,NotNES,Not_NES,State,NLA_07_12_17,NLA_07_12_17,NLA17_07RVT,NLA17_07_TSS,3.340425,Equal,ME,R01020002004667,None,PROB,NLA2012Frame Only,Maine,100,F23021,ME,Target,Non-Urban,Non-Urban,58,Northeastern Highlands,58v,St. John Uplands,"NAP_(20,50]",100.0141604,2061105.483,1263486.413,113.3505,Y,S,S,S
2010735,4/19/2021,NLA17_MN-10048,1,8/14/2017,Y,NLA_MN-10168,NLA,PLNLOW,Plains and Lowlands,UMW,Upper Midwest,"(20,50]",30.05762,Not_Border,Itasca,22238094,Lake/Pond: Hydrographic Category = Perennial,420,Region_05,Target_Sampled,39004,109,Include,Include,Include,204955,Not_USFS,LakePond,656352,Gale Lake,H09,Souris-Red-Rainy Region,H09030001,Big Fork,NATURAL,47.67271,-93.49585,Souris-Red-Rainy Region,H09,5,NORTHERN FORESTS,5.2,MIXED WOOD SHIELD,Gale Lake,Not_NES,NotNES,Not_NES,State,NLA_NO_NO_17,NLA_NO_NO_17,NLA17_17,NLA17_17,3.239473,"(20,50]",MN,R09030006001409,None,PROB,NLA2012Frame Only,Minnesota,100,F27061,MN,Target,Non-Urban,Non-Urban,50,Northern Lakes and Forests,50s,Nashwauk/Marcell Moraines and Uplands,"UMW_(20,50]",50.04500515,189354.498,1137757.295,51.59443,Y,S,S,S
2010736,4/19/2021,NLA17_MN-10194,1,8/15/2017,Y,NLA_MN-10186,NLA,PLNLOW,Plains and Lowlands,UMW,Upper Midwest,"(10,20]",12.49317,Not_Border,Itasca,22238722,Lake/Pond: Hydrographic Category = Perennial,413,Region_05,Target_Sampled,39004,109,Include,Include,Include,204445,Not_USFS,LakePond,655502,Boy Lake,H09,Souris-Red-Rainy Region,H09030001,Big Fork,NATURAL,47.52262,-93.66564,Souris-Red-Rainy Region,H09,5,NORTHERN FORESTS,5.2,MIXED WOOD SHIELD,Boy Lake,Not_NES,NotNES,Not_NES,State,NLA_NO_NO_17,NLA_NO_NO_17,NLA17_17_OverSamp,NLA17_17,1.421826,"(10,20]",MN,R09030006001606,None,PROB,NLA2012Frame Only,Minnesota,100,F27061,MN,Target,Non-Urban,Non-Urban,50,Northern Lakes and Forests,50s,Nashwauk/Marcell Moraines and Uplands,"UMW_(10,20]",107.6571521,176925.3952,1120860.156,120.3466,Y,R,R,R
